H,K,L,FreeR_flag,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM
23,16,4,15,114.0649,81.6816,,,114.0649,81.6816,93.77859,33.87761,,,,,93.77859,33.87761,2
23,16,5,6,42.09631,127.6858,42.09631,127.6858,,,81.86648,36.908,,,81.86648,36.908,,,1
23,16,6,8,198.4277,95.44478,274.7007,195.2688,174.4849,109.4044,119.4053,32.09348,13.9882,64.18697,126.3994,50.71445,112.4112,39.34477,0
23,17,0,17,192.4193,140.8563,192.4193,140.8563,192.4193,140.8563,96.94021,37.14592,0,0,96.94021,52.53226,96.94021,52.53226,0
23,17,1,1,59.62725,34.699,68.36989,57.13653,54.51879,43.6755,74.16241,18.83265,7.342979,37.6653,77.8339,28.31261,70.49092,24.84092,0
23,17,2,11,153.6741,91.52958,194.6282,133.0335,116.8619,126.1272,102.8277,29.09722,15.8531,58.19443,110.7542,42.56359,94.90115,39.68542,0
23,17,3,6,83.50056,50.70329,100.4269,61.28589,46.78358,90.26352,84.08868,22.17555,12.50657,44.3511,90.34196,29.5136,77.8354,33.10541,0
23,17,4,8,333.7997,141.1148,430.5579,172.7928,140.0357,244.5223,128.3779,34.37705,53.01539,68.7541,154.8856,49.48386,101.8702,47.73336,0
23,17,5,14,47.96389,39.90557,414.3545,328.1725,42.46497,40.20391,97.73735,31.80027,65.70337,63.60054,130.589,59.00566,64.88567,23.73521,0
23,18,0,16,-12.55615,35.15237,-12.55615,35.15237,-12.55615,35.15237,29.82268,14.34405,0,0,29.82268,20.28555,29.82268,20.28555,0
23,18,1,7,54.8612,53.17574,97.66485,181.0487,50.82012,55.62929,84.89929,26.0105,26.78033,52.02101,98.28946,44.14906,71.50912,27.51446,0
23,18,2,8,230.4158,83.00069,169.6078,115.7127,294.8607,119.123,127.9375,28.31153,-35.14512,56.62305,110.3649,40.27723,145.51,39.79842,0
23,18,3,3,100.2208,57.47289,131.8752,118.4884,90.48203,65.72189,91.00082,24.82341,11.62865,49.64682,96.81516,39.23067,85.1865,30.42632,0
23,18,4,8,74.51257,77.5879,84.2458,100.4128,60.09095,122.2272,87.56662,26.07962,1.649086,52.15924,88.39117,36.00714,86.74208,37.73687,0
23,19,0,1,32.93375,110.2451,32.93375,110.2451,32.93375,110.2451,59.27398,27.45266,0,0,59.27398,38.82393,59.27398,38.82393,0
23,19,1,2,58.5208,42.2623,65.38297,45.07162,8.565462,121.6085,75.63345,21.59575,-1.553841,43.19149,74.85653,25.31009,76.41037,34.99863,0
23,19,2,3,30.63076,47.41702,,,30.63076,47.41702,62.11088,24.96161,,,,,62.11088,24.96161,2
23,19,3,12,219.199,135.6802,185.7468,189.8463,254.1246,193.982,117.0137,34.57077,-10.39954,69.14154,111.814,47.79791,122.2135,49.95911,0
23,20,0,10,52.84586,59.26062,52.84586,59.26062,52.84586,59.26062,57.67865,23.34751,0,0,57.67865,33.01836,57.67865,33.01836,0
23,20,1,11,112.5804,52.72493,54.36438,118.2409,127.0288,58.90545,94.19411,23.27501,-16.76454,46.55002,85.81184,37.22081,102.5764,27.9556,0
24,0,0,14,60.79741,120.494,60.79741,120.494,60.79741,120.494,73.64249,31.65627,0,0,73.64249,44.76873,73.64249,44.76873,0
24,0,1,6,64.31536,56.66443,64.31536,56.66443,64.31536,56.66443,64.37145,23.86764,0,0,64.37145,33.75393,64.37145,33.75393,0
24,0,2,9,105.1921,61.14682,105.1921,61.14682,105.1921,61.14682,83.82659,25.39454,0,0,83.82659,35.9133,83.82659,35.9133,0
24,0,3,0,60.97749,46.12431,60.97749,46.12431,60.97749,46.12431,62.82768,21.89635,0,0,62.82768,30.96611,62.82768,30.96611,0
24,0,4,5,74.4537,115.9205,74.4537,115.9205,74.4537,115.9205,70.60754,30.68967,0,0,70.60754,43.40174,70.60754,43.40174,0
24,0,5,7,556.3157,194.3292,556.3157,194.3292,556.3157,194.3292,201.7934,39.42012,0,0,201.7934,55.74847,201.7934,55.74847,0
24,0,6,8,31.55645,32.1018,31.55645,32.1018,31.55645,32.1018,45.79583,17.67988,0,0,45.79583,25.00312,45.79583,25.00312,0
24,0,7,17,307.3456,118.4264,307.3456,118.4264,307.3456,118.4264,147.5329,32.47773,0,0,147.5329,45.93045,147.5329,45.93045,0
24,0,8,17,126.2434,325.4117,126.2434,325.4117,126.2434,325.4117,84.96988,41.71264,0,0,84.96988,58.99058,84.96988,58.99058,0
24,0,9,12,398.3851,312.6109,398.3851,312.6109,398.3851,312.6109,115.5985,50.32235,0,0,115.5985,71.16654,115.5985,71.16654,0
24,1,0,11,238.1106,126.3054,238.1106,126.3054,238.1106,126.3054,125.2725,36.3021,0,0,125.2725,51.33892,125.2725,51.33892,0
24,1,1,1,260.3392,92.59722,252.8739,100.9964,299.7043,231.9204,150.0446,33.25627,-3.69104,66.51254,148.199,34.65833,151.8901,56.76898,0
24,1,2,10,470.8182,111.9507,383.0766,181.1228,525.0622,142.4118,193.2016,29.92175,-46.76395,59.84351,169.8197,50.00356,216.5836,32.87688,0
24,1,3,16,225.9265,66.24366,258.9652,134.6387,215.3742,76.0906,142.3961,25.81617,6.237808,51.63235,145.5151,43.18526,139.2773,28.30076,0
24,1,4,3,98.58223,54.13574,231.1242,136.4293,73.81301,58.9776,104.3662,26.30424,45.37324,52.60849,127.0528,43.98714,81.67957,28.858,0
24,1,5,1,130.2702,86.98517,60.78545,187.6675,149.2829,98.16705,107.4751,29.58397,-7.364433,59.16794,103.7928,45.88686,111.1573,37.35292,0
24,1,6,4,33.49254,27.21806,167.1841,105.9275,24.04183,28.16366,84.81986,21.78056,63.31742,43.56112,116.4786,38.80126,53.16115,19.79983,0
24,1,7,5,103.0169,46.13285,177.6687,85.97826,72.83526,54.66887,98.92944,22.12962,37.14561,44.25924,117.5023,34.40473,80.35664,27.84233,0
24,1,8,0,64.48209,40.40117,61.49715,44.70353,77.78854,94.38565,78.4662,21.4203,-10.79369,42.8406,73.06936,25.19062,83.86304,34.65183,0
24,1,9,2,339.5566,135.8291,362.4595,196.1807,318.4685,188.2475,135.2457,36.34014,6.904755,72.68027,138.698,52.13778,131.7933,50.6367,0
24,2,0,1,1412.678,569.2655,1412.678,569.2655,1412.678,569.2655,273.002,76.69724,0,0,273.002,108.4663,273.002,108.4663,0
24,2,1,9,72.81016,51.04023,37.65404,69.82924,113.1381,74.78935,88.29784,22.24749,-25.69229,44.49499,75.4517,30.30475,101.144,32.57953,0
24,2,2,11,431.1179,97.80183,160.808,242.7284,483.5083,106.8601,170.0521,29.90919,-84.9244,59.81838,127.5899,54.27822,212.5143,25.14187,0
24,2,3,8,154.5961,56.33681,64.10406,118.9521,180.7634,63.96566,111.7887,23.41986,-32.97361,46.83973,95.30186,39.06726,128.2755,25.84006,0
24,2,4,19,204.088,61.91042,235.5463,122.4413,193.2827,71.75953,129.1033,25.3155,2.853065,50.631,130.5299,41.64994,127.6768,28.78855,0
24,2,5,8,94.08759,66.27551,198.2197,181.155,77.99614,71.21239,105.1101,29.20902,37.35196,58.41804,123.7861,49.1388,86.4341,31.59186,0
24,2,6,11,70.66443,54.14358,69.60377,68.7834,72.3922,87.78883,85.82906,23.15606,-4.588264,46.31211,83.53492,30.97646,88.12318,34.42775,0
24,2,7,17,67.91719,31.19644,158.1059,60.53371,35.30121,36.40294,88.18324,17.47473,54.70738,34.94946,115.5369,26.71032,60.82955,22.53938,0
24,2,8,10,79.7414,42.50341,59.6915,62.02155,97.4956,58.36294,81.40712,20.4282,-13.65443,40.8564,74.57991,28.97822,88.23434,28.80119,0
24,2,9,18,134.5002,57.85604,118.6041,75.62608,156.9326,89.83894,102.3788,24.24739,-11.49523,48.49477,96.63114,32.78521,108.1264,35.73336,0
24,3,0,11,64.99874,61.63153,64.99874,61.63153,64.99874,61.63153,64.75072,24.64033,0,0,64.75072,34.84669,64.75072,34.84669,0
24,3,1,10,402.9283,142.0892,214.678,268.709,475.9963,167.4088,167.1953,36.23488,-58.77179,72.46976,137.8094,57.79296,196.5812,43.72458,0
24,3,2,1,857.2239,177.894,982.616,246.8737,721.7922,256.5665,257.0967,35.5281,57.38261,71.05621,285.788,43.19176,228.4054,56.42213,0
24,3,3,19,66.34142,79.68375,61.36562,127.3281,69.54471,102.1623,93.99362,27.16442,3.838821,54.32884,95.91303,39.97599,92.07421,36.79052,0
24,3,4,9,-0.1511263,24.68732,-1.278674,24.78566,141.0974,277.4118,77.91296,27.90721,-77.09515,55.81442,39.36539,17.05751,116.4605,53.14406,0
24,3,5,12,101.7631,42.38324,99.3898,51.71828,106.6164,73.95746,94.66991,20.93259,-2.837341,41.86517,93.25124,26.48659,96.08858,32.42149,0
24,3,6,18,246.3893,107.0276,260.097,392.7595,245.2898,111.2374,138.7404,36.92618,-2.149826,73.85236,137.6655,62.98951,139.8153,38.55506,0
24,3,7,17,56.76976,37.38645,52.33059,38.19688,158.0647,182.4611,87.89591,25.90554,-37.77991,51.81108,69.00596,23.3,106.7859,46.27632,0
24,3,8,10,325.3124,112.3325,127.781,166.5211,490.2661,152.1711,139.9284,30.45226,-82.50809,60.90451,98.67439,43.47542,181.1825,42.65264,0
24,3,9,11,495.9739,158.2255,407.448,201.4321,638.5952,255.6734,161.1572,40.18912,-26.65501,80.37824,147.8297,53.22048,174.4847,60.2349,0
24,4,0,8,330.9361,115.6297,330.9361,115.6297,330.9361,115.6297,163.5254,28.93275,0,0,163.5254,40.9171,163.5254,40.9171,0
24,4,1,0,290.7715,69.84488,347.4015,103.6481,243.6656,94.53136,161.5832,22.10104,33.15657,44.20208,178.1615,29.08824,145.0049,33.28209,0
24,4,2,17,513.8784,119.1464,544.2666,187.9153,493.4494,154.0756,206.9657,30.22244,4.353043,60.44489,209.1422,46.16238,204.7892,39.02074,0
24,4,3,18,21.76001,52.41715,144.5442,175.7481,9.771434,54.91655,88.04417,26.99825,54.54523,53.99649,115.3168,47.41533,60.77155,25.83423,0
24,4,4,1,251.441,60.35772,436.885,114.8993,180.7644,70.93305,160.3113,20.60982,71.82516,41.21963,196.2239,29.2776,124.3988,29.01517,0
24,4,5,10,704.816,145.8067,443.5618,206.079,966.6933,206.3247,223.4318,32.70837,-114.6055,65.41673,166.129,54.12011,280.7346,36.74729,0
24,4,6,17,193.1783,54.1715,134.7025,90.36768,225.978,67.67992,124.3186,21.4382,-38.90816,42.8764,104.8645,35.83838,143.7726,23.53713,0
24,4,7,19,117.2029,42.65938,73.03875,56.52559,175.6408,65.02161,99.90421,19.74184,-40.76373,39.48368,79.52234,28.23598,120.2861,27.59874,0
24,4,8,1,43.85911,42.15133,206.2984,237.4781,38.57504,42.83142,88.02792,28.00981,48.54984,56.01962,112.3028,50.49779,63.753,24.25225,0
24,4,9,19,412.7227,164.3569,468.8231,189.8291,244.7484,328.4744,141.861,37.83567,47.95528,75.67135,165.8386,51.70434,117.8833,55.25228,0
24,5,0,15,119.8771,58.33949,119.8771,58.33949,119.8771,58.33949,92.88048,24.11492,0,0,92.88048,34.10365,92.88048,34.10365,0
24,5,1,7,658.9366,253.5753,535.288,489.5875,704.2666,296.434,195.0376,49.52221,-42.6734,99.04441,173.7009,75.5464,216.3743,64.05104,0
24,5,2,7,204.2825,72.91444,161.7842,93.14301,271.5454,117.1797,134.6095,26.43526,-32.83504,52.87053,118.192,36.09116,151.0271,38.63575,0
24,5,3,16,304.5021,138.21,253.5094,162.562,437.4905,262.5259,140.8644,38.11261,-20.77963,76.22523,130.4746,47.72751,151.2543,59.43375,0
24,5,4,8,70.68932,34.56122,126.3635,84.47866,59.49785,37.87596,88.90643,20.82126,29.66538,41.64252,103.7391,34.65093,74.07375,23.09574,0
24,5,5,14,133.7913,52.56171,,,133.7913,52.56171,107.952,24.84462,,,,,107.952,24.84462,2
24,5,6,5,51.02178,30.25055,55.39008,52.1159,48.80219,37.14925,69.84892,17.70955,5.470612,35.4191,72.58422,26.95391,67.11361,22.97823,0
24,5,7,9,29.62785,33.74134,33.15004,34.65961,-34.21362,147.5601,68.48045,21.36797,-19.11308,42.73594,58.9239,21.96116,78.03699,36.66153,0
24,5,8,3,669.2518,170.1653,644.4819,181.9014,842.8387,481.5403,181.1302,41.00493,62.66631,82.00986,212.4633,44.26483,149.797,69.03798,0
24,6,0,15,104.3926,112.2666,104.3926,112.2666,104.3926,112.2666,81.20351,32.40081,0,0,81.20351,45.82167,81.20351,45.82167,0
24,6,1,17,287.2508,117.6804,303.826,146.7531,257.3925,196.9656,149.6562,34.47493,13.39442,68.94987,156.3534,44.68295,142.959,52.51208,0
24,6,2,19,424.6324,123.2295,483.9896,168.3467,356.1136,180.8724,176.155,33.67171,34.62119,67.34341,193.4656,44.42102,158.8444,50.61529,0
24,6,3,11,236.4783,120.6625,236.4783,120.6625,,,131.6856,41.25553,,,131.6856,41.25553,,,1
24,6,4,18,185.7512,121.3465,254.86,218.9799,155.1249,145.7756,124.6446,34.9124,20.21616,69.82481,134.7527,53.85515,114.5366,44.4424,0
24,6,5,7,261.6924,132.6063,261.6924,132.6063,,,137.8531,43.26146,,,137.8531,43.26146,,,1
24,6,6,19,164.4388,79.23705,308.9873,156.7462,114.8211,91.83502,116.5463,29.59402,42.00001,59.18804,137.5463,47.19406,95.54626,35.72037,0
24,6,7,19,24.84824,37.91925,19.19229,39.408,95.49164,139.2732,74.57053,23.20868,-38.95964,46.41736,55.0907,22.51863,94.05035,40.58919,0
24,6,8,5,137.7584,74.74561,123.249,88.52214,173.798,139.5139,102.8996,27.84168,-11.07589,55.68336,97.36169,35.25821,108.4376,43.09867,0
24,7,0,18,306.3486,325.4746,306.3486,325.4746,306.3486,325.4746,122.0109,52.24913,0,0,122.0109,73.89143,122.0109,73.89143,0
24,7,1,17,36.49855,47.17946,34.55802,47.48024,188.2064,419.8132,100.2141,33.97524,-69.30614,67.95048,65.56107,25.37916,134.8672,63.03305,0
24,7,2,17,72.3064,70.02949,1.104459,112.5289,117.3123,89.46492,87.85537,24.82475,-21.23026,49.64949,77.24024,34.7447,98.4705,35.46657,0
24,7,3,19,112.9777,46.07174,133.4063,96.31516,106.9165,52.46318,101.2742,22.69274,9.011803,45.38548,105.7801,36.92647,96.7683,26.38708,0
24,7,4,12,17.7608,37.36216,43.34088,101.0659,13.71153,40.21074,68.8957,20.90992,28.61705,41.81985,83.20422,35.19357,54.58718,22.59009,0
24,7,5,13,198.6351,86.53288,145.9557,116.7502,262.8515,128.9022,126.7465,29.24929,-31.50732,58.49858,110.9928,40.46218,142.5002,42.24803,0
24,7,6,0,160.6708,60.51466,138.8557,90.28819,178.4634,81.54016,111.8791,24.37507,-14.64857,48.75014,104.5548,35.82259,119.2034,33.06537,0
24,7,7,2,112.6378,54.61968,240.8872,194.333,101.6376,56.9139,103.3842,28.25769,25.15382,56.51539,115.9611,48.91302,90.80728,28.31087,0
24,7,8,0,113.1886,70.81548,114.2878,85.7958,110.8392,125.436,92.76767,26.14052,-0.1621628,52.28104,92.68659,34.55074,92.84875,39.23714,0
24,8,0,4,38.24737,44.97146,38.24737,44.97146,38.24737,44.97146,50.54844,20.38308,0,0,50.54844,28.82603,50.54844,28.82603,0
24,8,1,16,136.2131,59.45961,193.0995,107.2652,110.9798,71.44003,108.1831,25.19816,24.2246,50.39633,120.2954,39.04381,96.07079,31.86488,0
24,8,2,19,368.0777,172.2077,383.4945,241.7614,352.1991,245.3552,147.2592,40.55308,5.330734,81.10616,149.9246,57.44759,144.5938,57.25368,0
24,8,3,16,61.42327,35.29774,80.51252,46.65737,35.87611,53.97556,76.65707,18.52339,16.74807,37.04678,85.03111,25.46025,68.28304,26.91169,0
24,8,4,7,22.97131,105.5173,49.56902,272.9763,18.29908,114.4103,93.79948,30.79592,26.36015,61.59183,106.9796,50.18235,80.6194,35.71114,0
24,8,5,8,181.8764,87.72489,182.8875,89.94319,162.1344,397.4447,120.3249,33.87442,-0.9982452,67.74884,119.8258,35.22238,120.8241,57.87304,0
24,8,6,16,190.1869,99.34805,193.7697,128.433,184.8492,156.7629,112.3692,30.89344,3.545769,61.78688,114.142,42.32768,110.5963,45.01096,0
24,8,7,16,433.8419,106.8438,224.3351,152.5282,635.681,149.711,167.1338,28.24617,-106.383,56.49233,113.9423,45.13406,220.3253,33.97499,0
24,8,8,10,36.34914,96.22861,,,36.34914,96.22861,76.66174,33.41803,,,,,76.66174,33.41803,2
24,9,0,13,188.0439,131.7267,188.0439,131.7267,188.0439,131.7267,102.0012,36.73124,0,0,102.0012,51.94582,102.0012,51.94582,0
24,9,1,1,180.9922,144.4584,111.0374,237.8459,221.8811,181.8401,120.8182,35.56915,-12.82962,71.13831,114.4034,51.01331,127.233,49.58126,0
24,9,2,6,193.6726,133.5913,,,193.6726,133.5913,123.2774,43.4446,,,,,123.2774,43.4446,2
24,9,3,18,605.7218,139.3785,391.2841,163.1771,1184.263,268.0255,231.7122,32.55213,-132.2072,65.10426,165.6086,47.04995,297.8158,44.99853,0
24,9,4,9,683.4874,182.3169,613.3049,221.3593,831.5051,321.4696,209.7246,43.0006,-9.878769,86.0012,204.7852,53.47277,214.664,67.35629,0
24,9,5,16,222.4083,115.7942,228.2019,128.71,197.8096,265.2135,117.8703,33.50994,10.35378,67.01987,123.0472,42.71264,112.6934,51.64585,0
24,9,6,15,543.5175,186.2717,542.8914,217.5226,545.2391,360.6949,151.3839,41.43464,32.08673,82.86929,167.4272,55.60241,135.3405,61.44664,0
24,9,7,3,205.1765,299.2882,558.75,495.0323,1.484249,375.7343,117.3858,40.63556,24.91818,81.27112,129.8448,62.75111,104.9267,51.64585,0
24,9,8,19,166.9422,114.5285,166.9422,114.5285,,,109.1965,40.04908,,,109.1965,40.04908,,,1
24,10,0,14,317.753,147.7336,317.753,147.7336,317.753,147.7336,143.512,38.77978,0,0,143.512,54.8429,143.512,54.8429,0
24,10,1,17,62.33953,43.09687,56.09911,54.01112,73.27548,71.49975,80.29779,20.94344,-9.598457,41.88688,75.49857,27.52106,85.09702,31.57692,0
24,10,2,0,153.4072,75.74323,195.2848,99.88962,96.75565,116.181,110.6003,27.00115,26.77788,54.0023,123.9892,37.27902,97.21136,39.07076,0
24,10,3,9,101.5561,58.00508,105.986,106.7484,99.70007,69.09594,94.91434,24.61858,4.846062,49.23716,97.33737,37.97684,92.49131,31.3378,0
24,10,4,1,64.75556,30.39093,64.40904,63.29929,64.85936,34.64516,77.79748,18.37006,3.104431,36.74012,79.34969,29.65775,76.24526,21.68535,0
24,10,5,16,150.6744,73.49953,62.76792,92.40021,302.1235,121.2819,115.9393,26.3483,-65.03602,52.69661,83.42124,34.3539,148.4573,39.95925,0
24,10,6,17,157.2637,71.86874,101.3841,113.6794,194.4678,92.75772,105.7033,26.18489,-26.68865,52.36979,92.35893,38.08157,119.0476,35.9498,0
24,10,7,9,86.1368,68.20167,53.36954,107.0293,108.5384,88.49564,87.32248,24.91251,-10.61327,49.82502,82.01585,35.4909,92.62911,34.97039,0
24,11,0,19,29.68571,34.41344,29.68571,34.41344,29.68571,34.41344,44.92272,17.93359,0,0,44.92272,25.36192,44.92272,25.36192,0
24,11,1,15,89.26418,48.89643,46.47693,98.49411,103.2581,56.32769,88.06494,22.30197,-11.63912,44.60393,82.24538,34.76321,93.8845,27.94692,0
24,11,2,11,51.5254,53.19887,66.81256,60.62488,0.3402883,110.9326,78.55824,22.63824,2.519005,45.27647,79.81774,29.15135,77.29874,34.6433,0
24,11,3,15,90.50039,52.27496,170.2656,99.56758,60.14649,61.4212,98.07931,23.80405,38.91533,47.6081,117.537,37.56411,78.62164,29.24839,0
24,11,4,16,150.8886,67.26508,175.4689,92.10226,122.7913,98.47118,106.6209,25.81681,16.29379,51.63362,114.7678,36.06149,98.47401,36.95403,0
24,11,5,13,172.2074,69.85822,226.1375,92.1261,99.24249,107.1579,110.8886,25.45405,38.69946,50.90811,130.2384,34.72351,91.53891,37.22785,0
24,11,6,13,118.0068,57.34961,67.16779,68.59779,236.0352,104.5213,102.6163,24.38394,-49.37299,48.76787,77.92986,30.43551,127.3028,38.10492,0
24,11,7,3,41.90859,31.25616,56.81597,44.49332,27.3842,43.91806,65.35479,17.34535,11.77177,34.69069,71.24068,25.07573,59.4689,23.9719,0
24,12,0,8,76.13303,72.42522,76.13303,72.42522,76.13303,72.42522,68.41463,26.51462,0,0,68.41463,37.49733,68.41463,37.49733,0
24,12,1,12,362.2036,115.7833,460.1225,183.2007,297.0802,149.4042,164.5778,33.63435,33.6189,67.2687,181.3873,49.24154,147.7684,45.82957,0
24,12,2,7,204.8053,90.3173,133.4473,99.39635,542.7502,216.3078,147.7127,32.97121,-83.71081,65.94242,105.8573,37.45705,189.5681,54.27129,0
24,12,3,6,95.57282,71.64072,37.14509,150.4731,112.6989,81.46644,90.53027,26.0158,-7.270973,52.0316,86.89478,39.51437,94.16576,33.85118,0
24,12,4,10,60.25296,55.07379,59.00994,58.58024,69.71348,161.6104,84.39932,25.31246,-18.40838,50.62492,75.19513,28.43342,93.60351,41.88583,0
24,12,5,12,53.29427,42.47635,8.527102,78.66728,71.71699,50.4651,72.69495,19.96293,-11.69592,39.92586,66.84699,29.61109,78.54291,26.78167,0
24,12,6,1,150.737,102.566,96.36371,266.2527,160.2117,111.1436,106.986,31.68763,-2.576485,63.37526,105.6977,49.57737,108.2742,39.47794,0
24,12,7,4,108.2893,65.28509,217.8042,137.0315,76.13271,74.25378,101.4231,27.08154,36.69125,54.16308,119.7687,43.81887,83.07749,31.83623,0
24,13,0,11,63.80537,115.3824,63.80537,115.3824,63.80537,115.3824,67.98363,30.05352,0,0,67.98363,42.50209,67.98363,42.50209,0
24,13,1,10,50.90324,45.77284,21.55448,55.82365,111.1212,79.96249,78.43129,21.32336,-31.68317,42.64672,62.5897,26.29919,94.27287,33.57225,0
24,13,2,6,68.55965,37.75189,91.48566,52.68107,44.3581,54.12674,78.39311,19.18229,18.41434,38.36457,87.60029,27.22307,69.18594,27.0323,0
24,13,3,11,142.3405,125.9126,110.9456,134.2948,370.5423,362.0676,113.223,36.08133,-29.9206,72.16265,98.26272,41.01154,128.1833,59.37594,0
24,13,4,12,62.25594,33.75042,188.8261,66.69775,18.69201,39.12994,89.97858,17.70185,70.37117,35.4037,125.1642,27.396,54.79299,22.42501,0
24,13,5,0,48.55708,49.44197,,,48.55708,49.44197,68.65608,26.07441,,,,,68.65608,26.07441,2
24,13,6,4,50.68363,75.53637,43.39263,83.57119,83.22481,176.5548,83.55148,26.46183,-18.26913,52.92366,74.41692,31.75905,92.68604,42.3353,0
24,14,0,13,47.68566,89.50919,47.68566,89.50919,47.68566,89.50919,60.81513,26.70325,0,0,60.81513,37.7641,60.81513,37.7641,0
24,14,1,19,63.05764,33.69779,1.882252,104.2544,70.19462,35.60924,76.74416,20.00539,-4.161926,40.01078,74.6632,33.52021,78.82513,21.84625,0
24,14,2,12,99.44672,38.55428,108.1921,55.99539,91.56373,53.1628,90.85966,19.5153,7.009521,39.03059,94.36443,27.80841,87.3549,27.38757,0
24,14,3,9,79.55894,46.42609,86.5107,98.05289,77.55014,52.70873,84.658,22.48736,6.822021,44.97471,88.06901,35.68724,81.24699,27.37053,0
24,14,4,14,83.01209,61.31544,76.35532,98.16549,87.27058,78.51547,84.4924,23.97311,-0.7517319,47.94621,84.11653,35.08266,84.86826,32.68098,0
24,14,5,3,97.78474,59.4536,59.61133,64.96621,294.5146,147.4831,105.7817,27.27336,-59.08624,54.54672,76.23861,29.65087,135.3248,45.78395,0
24,14,6,3,311.6557,407.3752,,,311.6557,407.3752,120.5272,57.93819,,,,,120.5272,57.93819,2
24,15,0,4,81.02979,59.41334,81.02979,59.41334,81.02979,59.41334,69.1008,24.71663,0,0,69.1008,34.95459,69.1008,34.95459,0
24,15,1,11,210.4456,96.01005,184.5469,152.2365,227.5492,123.7153,116.312,30.57082,-12.80103,61.14164,109.9115,44.49654,122.7125,41.93278,0
24,15,2,1,102.1783,86.36479,,,102.1783,86.36479,91.13704,34.50569,,,,,91.13704,34.50569,2
24,15,3,1,109.4652,98.87289,118.0466,131.0732,98.13546,150.608,93.85468,28.69967,2.022385,57.39933,94.86588,40.10031,92.84349,41.06883,0
24,15,4,12,77.32159,44.0519,,,77.32159,44.0519,81.69805,24.79517,,,,,81.69805,24.79517,2
24,15,5,17,31.12323,40.60127,64.14758,78.77898,19.17865,47.37823,68.86354,20.13266,21.1884,40.26533,79.45774,32.07431,58.26934,24.34205,0
24,16,0,19,82.6915,75.19791,82.6915,75.19791,82.6915,75.19791,68.31535,26.81105,0,0,68.31535,37.91656,68.31535,37.91656,0
24,16,1,8,175.1435,97.39916,175.1435,97.39916,,,110.3342,37.20656,,,110.3342,37.20656,,,1
24,16,2,3,107.1542,72.93248,,,107.1542,72.93248,91.29961,32.10777,,,,,91.29961,32.10777,2
24,16,3,1,47.14552,38.96622,47.14552,38.96622,,,66.80476,23.47143,,,66.80476,23.47143,,,1
24,16,4,7,53.99094,75.73343,53.99094,75.73343,,,75.7291,31.12965,,,75.7291,31.12965,,,1
24,17,0,13,276.9606,109.1327,276.9606,109.1327,276.9606,109.1327,139.3008,31.52158,0,0,139.3008,44.57825,139.3008,44.57825,0
24,17,1,0,154.1436,65.15521,177.3644,113.3016,142.6706,79.64101,108.9959,26.10683,7.240158,52.21367,112.6159,39.97697,105.3758,33.58733,0
24,17,2,13,45.85842,40.69559,82.99769,65.62773,22.65566,51.87291,72.02452,19.79724,22.39616,39.59448,83.2226,30.33663,60.82644,25.44429,0
24,17,3,18,399.9481,108.4027,226.1154,155.0231,566.2808,151.642,159.348,29.9813,-86.11847,59.9626,116.2887,45.67876,202.4072,38.84539,0
24,17,4,16,96.2877,117.9572,105.5838,123.7979,4.684536,388.6131,101.5193,32.9558,-11.01997,65.91159,96.00932,39.67885,107.0293,52.63009,0
24,18,0,2,23.12766,48.91517,23.12766,48.91517,23.12766,48.91517,44.97566,19.74419,0,0,44.97566,27.9225,44.97566,27.9225,0
24,18,1,11,634.2274,191.9441,634.2274,191.9441,,,198.4078,48.67309,,,198.4078,48.67309,,,1
24,18,2,11,159.4514,117.5414,101.3932,268.2162,173.2518,130.767,106.9852,32.40483,-4.806129,64.80966,104.5821,49.21786,109.3882,42.16508,0
25,0,1,17,149.3431,127.3413,149.3431,127.3413,149.3431,127.3413,92.28178,35.33102,0,0,92.28178,49.96561,92.28178,49.96561,0
25,0,2,0,207.9535,113.2328,207.9535,113.2328,207.9535,113.2328,111.3484,34.6123,0,0,111.3484,48.94919,111.3484,48.94919,0
25,0,3,17,154.8139,61.5117,154.8139,61.5117,154.8139,61.5117,109.7151,22.83648,0,0,109.7151,32.29565,109.7151,32.29565,0
25,0,4,14,45.85524,39.24335,45.85524,39.24335,45.85524,39.24335,54.04659,19.91221,0,0,54.04659,28.16011,54.04659,28.16011,0
25,0,5,14,192.0225,98.56374,192.0225,98.56374,192.0225,98.56374,112.2664,31.98758,0,0,112.2664,45.23727,112.2664,45.23727,0
25,0,6,18,87.3543,89.09165,87.3543,89.09165,87.3543,89.09165,71.62659,28.7594,0,0,71.62659,40.67194,71.62659,40.67194,0
25,0,7,5,212.7985,121.6978,212.7985,121.6978,212.7985,121.6978,106.6263,35.7659,0,0,106.6263,50.58062,106.6263,50.58062,0
25,0,8,17,10.06419,30.2511,10.06419,30.2511,10.06419,30.2511,34.33905,15.26156,0,0,34.33905,21.58311,34.33905,21.58311,0
25,1,0,8,104.3006,137.1951,104.3006,137.1951,104.3006,137.1951,81.983,34.49457,0,0,81.983,48.78269,81.983,48.78269,0
25,1,1,12,62.3,50.46989,29.80145,54.0451,283.8377,141.1069,106.0848,25.88877,-79.62282,51.77755,66.27344,26.64308,145.8963,44.39663,0
