H,K,L,FreeR_flag,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM
7,5,6,14,,,,,,,,,,,,,,,
7,5,7,19,,,,,,,,,,,,,,,
7,5,8,15,,,,,,,,,,,,,,,
7,5,9,18,,,,,,,,,,,,,,,
7,5,10,10,,,,,,,,,,,,,,,
7,5,11,13,,,,,,,,,,,,,,,
7,5,12,19,,,,,,,,,,,,,,,
7,5,13,19,,,,,,,,,,,,,,,
7,5,14,5,,,,,,,,,,,,,,,
7,6,0,1,205.9158,82.98028,205.9158,82.98028,205.9158,82.98028,128.8354,26.28169,-0,0,128.8354,37.16792,128.8354,37.16792,0
7,6,1,12,1360.575,286.9515,1031.034,436.1352,1612.12,381.0428,329.4535,45.55592,-100.1249,91.11183,279.391,76.03425,379.5159,50.20117,0
7,6,2,6,1595.598,627.2144,810.3229,880.3056,2405.279,893.8803,284.0177,74.68782,-128.4962,149.3756,219.7696,98.06515,348.2658,112.6779,0
7,6,3,3,151.9816,53.18551,319.3771,82.97951,35.26406,69.28944,126.0455,19.20687,99.92786,38.41373,176.0094,23.57247,76.08153,30.33074,0
7,6,4,9,,,,,,,,,,,,,,,
7,6,5,18,99.17239,100.4415,99.17239,100.4415,,,102.1849,37.50257,,,102.1849,37.50257,,,1
7,6,6,11,,,,,,,,,,,,,,,
7,6,7,5,,,,,,,,,,,,,,,
7,6,8,14,,,,,,,,,,,,,,,
7,6,9,13,,,,,,,,,,,,,,,
7,6,10,13,,,,,,,,,,,,,,,
7,6,11,17,,,,,,,,,,,,,,,
7,6,12,12,,,,,,,,,,,,,,,
7,6,13,8,,,,,,,,,,,,,,,
7,6,14,3,,,,,,,,,,,,,,,
7,7,0,4,1690.246,1068.648,1690.246,1068.648,1690.246,1068.648,290.7534,104.6386,-0,0,290.7534,147.9813,290.7534,147.9813,0
7,7,1,16,79.94416,39.84928,79.94416,39.84928,79.94416,39.84928,76.78007,19.92872,-0,0,76.78007,28.18347,76.78007,28.18347,0
7,7,2,18,2867.022,920.2846,2867.022,920.2846,2867.022,920.2846,441.6146,85.35737,-0,0,441.6146,120.7135,441.6146,120.7135,0
7,7,3,12,585.4203,373.989,585.4203,373.989,585.4203,373.989,171.0509,61.82497,-0,0,171.0509,87.43372,171.0509,87.43372,0
7,7,4,5,69.74981,74.56182,69.74981,74.56182,69.74981,74.56182,68.34573,26.7485,0,0,68.34573,37.8281,68.34573,37.8281,0
7,7,5,18,369.7495,391.3847,369.7495,391.3847,369.7495,391.3847,144.4209,59.3709,0,0,144.4209,83.96313,144.4209,83.96313,0
7,7,6,3,,,,,,,,,,,,,,,
7,7,7,2,,,,,,,,,,,,,,,
7,7,8,4,,,,,,,,,,,,,,,
7,7,9,13,,,,,,,,,,,,,,,
7,7,10,2,,,,,,,,,,,,,,,
7,7,11,6,,,,,,,,,,,,,,,
7,7,12,5,,,,,,,,,,,,,,,
7,7,13,4,,,,,,,,,,,,,,,
7,7,14,9,,,,,,,,,,,,,,,
8,0,0,10,,,,,,,,,,,,,,,
8,0,1,10,,,,,,,,,,,,,,,
8,0,2,15,1317.865,416.4875,1317.865,416.4875,1317.865,416.4875,331.8016,50.62733,0,0,331.8016,71.59786,331.8016,71.59786,0
8,0,3,5,-1.96544,145.9387,-1.96544,145.9387,-1.96544,145.9387,67.10867,31.27758,-0,0,67.10867,44.23318,67.10867,44.23318,0
8,0,4,0,,,,,,,,,,,,,,,
8,0,5,11,,,,,,,,,,,,,,,
8,0,6,16,,,,,,,,,,,,,,,
8,0,7,12,,,,,,,,,,,,,,,
8,0,8,19,,,,,,,,,,,,,,,
8,0,9,8,,,,,,,,,,,,,,,
8,0,10,4,,,,,,,,,,,,,,,
8,0,11,19,,,,,,,,,,,,,,,
8,0,12,8,,,,,,,,,,,,,,,
8,0,13,7,,,,,,,,,,,,,,,
8,0,14,6,,,,,,,,,,,,,,,
8,1,0,11,2014.819,1225.675,2014.819,1225.675,2014.819,1225.675,313.4074,112.2264,-0,0,313.4074,158.7121,313.4074,158.7121,0
8,1,1,17,1807.552,455.4223,1494.467,561.0618,2412.287,779.7613,390.821,61.81307,-86.13593,123.6261,347.7531,81.9226,433.889,92.58569,0
8,1,2,2,431.9077,152.1192,297.9522,259.7701,501.8162,187.661,190.6793,37.81676,-44.13689,75.63353,168.6109,60.46402,212.7477,45.43714,0
8,1,3,9,155.8024,73.50974,114.6446,109.6047,189.4514,99.10362,119.373,26.81327,-21.83985,53.62654,108.4531,39.2369,130.2929,36.55504,0
8,1,4,15,,,,,,,,,,,,,,,
8,1,5,6,,,,,,,,,,,,,,,
8,1,6,9,,,,,,,,,,,,,,,
8,1,7,16,,,,,,,,,,,,,,,
8,1,8,9,,,,,,,,,,,,,,,
8,1,9,15,,,,,,,,,,,,,,,
8,1,10,9,,,,,,,,,,,,,,,
8,1,11,9,,,,,,,,,,,,,,,
8,1,12,13,,,,,,,,,,,,,,,
8,1,13,10,,,,,,,,,,,,,,,
8,1,14,9,,,,,,,,,,,,,,,
8,2,0,14,,,,,,,,,,,,,,,
8,2,1,3,651.516,137.6365,604.9185,177.4838,721.8157,217.999,251.4517,27.78506,-20.82509,55.57013,241.0392,36.81638,261.8643,41.62444,0
8,2,2,8,445.475,181.6335,543.0892,297.0527,387.1875,229.5435,198.229,42.90694,29.43616,85.81389,212.9471,64.33932,183.5109,56.78446,0
8,2,3,13,93.93202,73.105,85.75796,80.74555,131.0948,172.1686,108.9113,29.41101,-28.30019,58.82203,94.76122,33.73723,123.0614,48.18538,0
8,2,4,12,429.4576,267.2669,429.4576,267.2669,,,176.3706,61.51783,,,176.3706,61.51783,,,1
8,2,5,14,,,,,,,,,,,,,,,
8,2,6,14,,,,,,,,,,,,,,,
8,2,7,0,,,,,,,,,,,,,,,
8,2,8,6,,,,,,,,,,,,,,,
8,2,9,15,,,,,,,,,,,,,,,
8,2,10,2,,,,,,,,,,,,,,,
8,2,11,10,,,,,,,,,,,,,,,
8,2,12,13,,,,,,,,,,,,,,,
8,2,13,7,,,,,,,,,,,,,,,
8,2,14,10,,,,,,,,,,,,,,,
8,3,0,1,64.68074,46.09598,64.68074,46.09598,64.68074,46.09598,65.89201,22.02199,-0,0,65.89201,31.1438,65.89201,31.1438,0
8,3,1,3,104.0189,42.21735,132.6482,55.11288,63.36452,65.6751,98.29593,19.7534,27.16127,39.5068,111.8766,25.23178,84.71529,30.39975,0
8,3,2,3,1312.743,393.0291,1659.077,555.8127,966.3724,555.8415,304.5417,59.98925,94.59375,119.9785,351.8386,80.66653,257.2448,88.81302,0
8,3,3,6,100.9566,106.6158,87.90701,129.36,128.5944,188.2577,116.4026,32.60909,-19.56019,65.21819,106.6225,41.76364,126.1827,50.09201,0
8,3,4,18,357.0849,348.2369,,,357.0849,348.2369,164.044,66.97813,,,,,164.044,66.97813,2
8,3,5,14,,,,,,,,,,,,,,,
8,3,6,6,,,,,,,,,,,,,,,
8,3,7,2,,,,,,,,,,,,,,,
8,3,8,9,,,,,,,,,,,,,,,
8,3,9,10,,,,,,,,,,,,,,,
8,3,10,7,,,,,,,,,,,,,,,
8,3,11,9,,,,,,,,,,,,,,,
8,3,12,16,,,,,,,,,,,,,,,
8,3,13,15,,,,,,,,,,,,,,,
8,3,14,10,,,,,,,,,,,,,,,
8,4,0,11,,,,,,,,,,,,,,,
8,4,1,6,43.17376,54.25527,144.8541,135.8085,23.86387,59.18322,95.8159,25.92349,53.47355,51.84698,122.5527,43.74136,69.07912,27.83528,0
8,4,2,7,292.8284,127.0402,345.6709,156.968,192.4916,216.2965,156.0699,35.21684,32.63432,70.43367,172.3871,45.03596,139.7528,54.15408,0
8,4,3,15,430.7395,142.8145,668.3104,292.6935,356.5059,163.6127,204.5511,38.50965,56.27354,77.0193,232.6878,61.8265,176.4143,45.92883,0
8,4,4,1,1755.204,528.9468,1705.793,649.8822,1852.175,910.4257,292.1091,72.80297,33.65564,145.6059,308.9369,95.53648,275.2813,109.8812,0
8,4,5,5,803.8585,260.4423,356.793,304.2899,2028.488,503.6215,280.4643,45.37457,-226.2349,90.74913,167.3469,64.35883,393.5818,63.97927,0
8,4,6,16,,,,,,,,,,,,,,,
8,4,7,2,,,,,,,,,,,,,,,
8,4,8,19,,,,,,,,,,,,,,,
8,4,9,2,,,,,,,,,,,,,,,
8,4,10,2,,,,,,,,,,,,,,,
8,4,11,12,,,,,,,,,,,,,,,
8,4,12,1,,,,,,,,,,,,,,,
8,4,13,16,,,,,,,,,,,,,,,
8,4,14,11,,,,,,,,,,,,,,,
8,5,0,7,334.5426,106.3823,334.5426,106.3823,334.5426,106.3823,171.4589,24.79545,-0,0,171.4589,35.06607,171.4589,35.06607,0
8,5,1,0,541.3117,250.1801,514.9047,369.7321,563.6135,339.7791,203.5157,50.05854,-8.323822,100.1171,199.3537,72.07068,207.6776,69.49279,0
8,5,2,6,912.3309,244.3224,445.3426,415.0529,1159.953,302.2351,254.9636,44.12524,-131.4176,88.25049,189.2548,74.61476,320.6724,47.12521,0
8,5,3,8,333.3324,123.7125,-223.2771,998.0411,342.0182,124.674,176.5054,47.17257,3.569977,94.34514,178.2904,86.85954,174.7204,36.82967,0
8,5,4,11,,,,,,,,,,,,,,,
8,5,5,16,-7.207203,237.877,,,-7.207203,237.877,115.3377,51.2402,,,,,115.3377,51.2402,2
8,5,6,17,,,,,,,,,,,,,,,
8,5,7,16,,,,,,,,,,,,,,,
8,5,8,0,,,,,,,,,,,,,,,
8,5,9,19,,,,,,,,,,,,,,,
8,5,10,6,,,,,,,,,,,,,,,
8,5,11,1,,,,,,,,,,,,,,,
8,5,12,4,,,,,,,,,,,,,,,
8,5,13,1,,,,,,,,,,,,,,,
8,5,14,6,,,,,,,,,,,,,,,
8,6,0,10,253.9113,160.666,253.9113,160.666,253.9113,160.666,126.5047,41.18902,-0,0,126.5047,58.25007,126.5047,58.25007,0
8,6,1,9,2129.655,650.0341,3175.619,1129.894,1612.2,794.7223,331.6753,82.47109,83.5459,164.9422,373.4482,126.7246,289.9023,105.5784,0
8,6,2,12,580.1523,146.2826,1278.754,295.8377,354.0666,168.2966,258.7228,31.93708,166.4511,63.87416,341.9483,43.25768,175.4973,46.99661,0
8,6,3,5,988.1078,439.9813,1205.227,638.4885,791.7801,607.1489,217.0665,62.96705,33.97377,125.9341,234.0534,92.45959,200.0796,85.50217,0
8,6,4,18,175.4602,69.32849,456.8753,170.619,119.8075,75.87463,151.1864,27.53198,92.26691,55.06396,197.3198,44.32101,105.0529,32.67549,0
8,6,5,5,55.8837,85.52448,41.80089,93.14449,131.5435,215.8963,108.1007,31.65456,-44.32236,63.30913,85.93953,34.79972,130.2619,52.88691,0
8,6,6,11,,,,,,,,,,,,,,,
8,6,7,14,,,,,,,,,,,,,,,
8,6,8,0,,,,,,,,,,,,,,,
8,6,9,3,,,,,,,,,,,,,,,
8,6,10,17,,,,,,,,,,,,,,,
8,6,11,4,,,,,,,,,,,,,,,
8,6,12,0,,,,,,,,,,,,,,,
8,6,13,14,,,,,,,,,,,,,,,
8,6,14,10,,,,,,,,,,,,,,,
8,7,0,17,454.9998,160.2129,454.9998,160.2129,454.9998,160.2129,194.1886,33.71718,0,0,194.1886,47.68329,194.1886,47.68329,0
8,7,1,1,401.7552,86.47136,521.2888,155.5508,348.295,104.0262,202.2535,22.5863,38.61203,45.1726,221.5595,35.10361,182.9474,28.43061,0
8,7,2,10,151.5444,57.25952,208.6645,88.29634,110.0892,75.22062,118.9965,23.11347,35.27704,46.22695,136.635,32.69896,101.358,32.67581,0
8,7,3,19,47.11269,48.0138,49.35346,194.4014,46.96713,49.54884,92.90079,27.5385,40.32641,55.077,113.064,48.35124,72.73758,26.37485,0
8,7,4,3,669.202,704.5961,669.202,704.5961,,,193.4282,86.979,,,193.4282,86.979,,,1
8,7,5,6,227.4262,220.6635,110.5859,391.6591,281.7624,267.0891,155.2694,45.03094,-8.070892,90.06188,151.2339,66.64848,159.3048,60.57328,0
8,7,6,12,80.5338,97.43058,,,80.5338,97.43058,97.47337,36.72267,,,,,97.47337,36.72267,2
8,7,7,3,,,,,,,,,,,,,,,
8,7,8,13,,,,,,,,,,,,,,,
8,7,9,6,,,,,,,,,,,,,,,
8,7,10,3,,,,,,,,,,,,,,,
8,7,11,15,,,,,,,,,,,,,,,
8,7,12,16,,,,,,,,,,,,,,,
8,7,13,0,,,,,,,,,,,,,,,
8,7,14,1,,,,,,,,,,,,,,,
8,8,0,2,241.0726,329.7116,241.0726,329.7116,241.0726,329.7116,128.9176,53.82196,0,0,128.9176,76.11575,128.9176,76.11575,0
8,8,1,0,95.733,133.4238,95.733,133.4238,95.733,133.4238,81.79772,34.19784,-0,0,81.79772,48.36304,81.79772,48.36304,0
8,8,2,18,,,,,,,,,,,,,,,
8,8,3,2,403.1448,139.1324,403.1448,139.1324,403.1448,139.1324,182.7032,31.07364,0,0,182.7032,43.94476,182.7032,43.94476,0
8,8,4,16,1702.608,921.8604,1702.608,921.8604,1702.608,921.8604,269.0736,97.10812,-0,0,269.0736,137.3316,269.0736,137.3316,0
8,8,5,19,,,,,,,,,,,,,,,
8,8,6,15,300.9919,231.6781,300.9919,231.6781,300.9919,231.6781,134.6564,48.66276,-0,0,134.6564,68.81953,134.6564,68.81953,0
8,8,7,15,,,,,,,,,,,,,,,
8,8,8,6,,,,,,,,,,,,,,,
8,8,9,15,,,,,,,,,,,,,,,
8,8,10,5,,,,,,,,,,,,,,,
8,8,11,8,,,,,,,,,,,,,,,
8,8,12,16,,,,,,,,,,,,,,,
8,8,13,12,,,,,,,,,,,,,,,
9,0,1,0,883.5607,322.551,883.5607,322.551,883.5607,322.551,264.068,50.08125,0,0,264.068,70.82558,264.068,70.82558,0
9,0,2,19,344.4951,177.407,344.4951,177.407,344.4951,177.407,152.1172,42.83494,0,0,152.1172,60.57775,152.1172,60.57775,0
9,0,3,3,7080.963,4272.567,7080.963,4272.567,7080.963,4272.567,282.0198,141.1696,0,0,282.0198,199.644,282.0198,199.644,0
9,0,4,3,636.5566,393.3019,636.5566,393.3019,636.5566,393.3019,184.3809,63.99215,0,0,184.3809,90.49857,184.3809,90.49857,0
9,0,5,13,,,,,,,,,,,,,,,
9,0,6,1,,,,,,,,,,,,,,,
9,0,7,16,,,,,,,,,,,,,,,
9,0,8,18,,,,,,,,,,,,,,,
9,0,9,14,,,,,,,,,,,,,,,
9,0,10,3,,,,,,,,,,,,,,,
9,0,11,6,,,,,,,,,,,,,,,
9,0,12,7,,,,,,,,,,,,,,,
9,0,13,18,,,,,,,,,,,,,,,
9,0,14,10,,,,,,,,,,,,,,,
9,1,0,14,7695.443,4642.506,7695.443,4642.506,7695.443,4642.506,344.2931,165.3183,-0,0,344.2931,233.7953,344.2931,233.7953,0
9,1,1,8,20.35143,30.90382,6.629422,44.33355,33.32145,43.10168,60.73335,16.9637,-9.11829,33.92739,56.17421,23.51203,65.2925,24.4592,0
9,1,2,3,17.74653,24.77075,18.20366,26.24417,14.01495,74.98257,61.18135,17.94742,-22.54406,35.89483,49.90932,18.98456,72.45338,30.46351,0
9,1,3,8,2672.649,583.9651,,,2672.649,583.9651,472.4182,61.80594,,,,,472.4182,61.80594,2
9,1,4,13,2088.462,569.1458,1479.681,962.1729,2416.12,705.8828,319.7024,70.64968,-139.4417,141.2994,249.9816,107.2573,389.4233,91.98578,0
9,1,5,5,,,,,,,,,,,,,,,
9,1,6,2,,,,,,,,,,,,,,,
9,1,7,13,,,,,,,,,,,,,,,
9,1,8,12,,,,,,,,,,,,,,,
9,1,9,8,,,,,,,,,,,,,,,
9,1,10,9,,,,,,,,,,,,,,,
9,1,11,3,,,,,,,,,,,,,,,
9,1,12,1,,,,,,,,,,,,,,,
9,1,13,5,,,,,,,,,,,,,,,
9,1,14,9,,,,,,,,,,,,,,,
9,2,0,18,64.39877,32.58817,64.39877,32.58817,64.39877,32.58817,69.03395,18.06038,0,0,69.03395,25.54123,69.03395,25.54123,0
9,2,1,11,452.3782,90.72073,752.1191,139.436,232.3539,119.464,207.3229,23.79954,125.3966,47.59909,270.0212,25.81945,144.6245,39.98786,0
9,2,2,9,201.2393,69.57974,214.5878,90.32332,181.7564,109.122,133.5515,25.54016,11.55824,51.08031,139.3306,32.90001,127.7724,39.07413,0
9,2,3,6,362.2219,160.0725,362.2219,160.0725,,,177.2819,45.04079,,,177.2819,45.04079,,,1
9,2,4,7,685.8687,229.8976,723.9407,275.5243,598.6113,417.1171,223.738,47.86361,34.9832,95.72723,241.2296,57.78225,206.2464,76.32111,0
9,2,5,7,,,,,,,,,,,,,,,
9,2,6,1,,,,,,,,,,,,,,,
9,2,7,5,,,,,,,,,,,,,,,
9,2,8,0,,,,,,,,,,,,,,,
9,2,9,16,,,,,,,,,,,,,,,
9,2,10,3,,,,,,,,,,,,,,,
9,2,11,16,,,,,,,,,,,,,,,
9,2,12,11,,,,,,,,,,,,,,,
9,2,13,14,,,,,,,,,,,,,,,
9,2,14,6,,,,,,,,,,,,,,,
9,3,0,16,5.976101,51.60851,5.976101,51.60851,5.976101,51.60851,42.67164,19.39126,-0,0,42.67164,27.42338,42.67164,27.42338,0
9,3,1,12,1750.779,532.9579,1658.592,759.7187,1840.11,747.8539,314.0706,73.09901,-22.29404,146.198,302.9235,103.9035,325.2176,102.849,0
9,3,2,12,1164.724,362.1924,869.5534,501.7373,1485.912,523.3828,283.239,58.3606,-83.76779,116.7212,241.3551,84.27823,325.1229,80.75282,0
9,3,3,17,567.4989,103.7125,990.2307,170.6884,320.0858,130.5819,237.113,24.18762,139.4492,48.37524,306.8376,27.81414,167.3884,39.5795,0
9,3,4,0,259.0825,118.1828,347.1001,147.7757,102.8843,196.8595,148.1232,32.96924,51.61932,65.93848,173.9328,42.73116,122.3135,50.21883,0
9,3,5,9,1079.404,530.9946,1423.339,742.7365,719.843,759.421,245.8236,69.30447,60.10419,138.6089,275.8757,101.8921,215.7715,93.9704,0
9,3,6,15,,,,,,,,,,,,,,,
9,3,7,16,,,,,,,,,,,,,,,
9,3,8,19,,,,,,,,,,,,,,,
9,3,9,15,,,,,,,,,,,,,,,
9,3,10,13,,,,,,,,,,,,,,,
9,3,11,5,,,,,,,,,,,,,,,
9,3,12,11,,,,,,,,,,,,,,,
9,3,13,13,,,,,,,,,,,,,,,
9,3,14,15,,,,,,,,,,,,,,,
9,4,0,12,4.776519,181.5303,4.776519,181.5303,4.776519,181.5303,75.15532,34.97373,0,0,75.15532,49.46033,75.15532,49.46033,0
9,4,1,0,481.0072,129.9058,679.0141,201.5805,340.3681,169.8875,208.9831,31.41199,78.46439,62.82397,248.2153,40.60598,169.7509,47.93752,0
9,4,2,11,1110.142,336.7671,574.0463,408.5621,2246.354,594.7939,317.3328,51.60181,-214.3426,103.2036,210.1614,75.78214,424.5041,70.0575,0
9,4,3,14,269.9308,92.66552,,,269.9308,92.66552,155.8326,30.82915,,,,,155.8326,30.82915,2
9,4,4,4,667.185,234.0233,560.11,335.5075,768.644,326.5905,221.1866,47.76901,-37.43379,95.53802,202.4697,69.05468,239.9035,66.02245,0
9,4,5,2,1280.902,508.9109,809.3826,922.0909,1487.442,610.2753,265.6763,68.05074,-82.89484,136.1015,224.2289,100.2018,307.1237,92.10437,0
9,4,6,11,,,,,,,,,,,,,,,
9,4,7,13,,,,,,,,,,,,,,,
9,4,8,18,,,,,,,,,,,,,,,
9,4,9,0,,,,,,,,,,,,,,,
9,4,10,9,,,,,,,,,,,,,,,
9,4,11,12,,,,,,,,,,,,,,,
9,4,12,15,,,,,,,,,,,,,,,
9,4,13,1,,,,,,,,,,,,,,,
9,4,14,19,,,,,,,,,,,,,,,
9,5,0,19,68.86713,57.38843,68.86713,57.38843,68.86713,57.38843,67.17025,24.23181,-0,0,67.17025,34.26895,67.17025,34.26895,0
9,5,1,16,981.901,256.313,1467.479,462.8381,767.1143,307.8245,293.3102,47.04869,89.39636,94.09739,338.0083,70.74862,248.612,62.03991,0
9,5,2,4,161.8081,86.05752,132.9565,130.4371,184.0472,114.5182,123.0436,29.32193,-12.1829,58.64387,116.9521,42.75513,129.135,40.13853,0
9,5,3,17,65.20081,39.43892,124.2397,175.4319,62.05818,40.47498,98.20952,26.80758,42.56495,53.61517,119.492,48.01694,76.92704,23.85286,0
9,5,4,7,2172.644,640.3141,3133.497,905.0305,1209.621,906.0522,297.1141,74.47601,159.0551,148.952,376.6417,112.0032,217.5866,98.19363,0
9,5,5,7,1012.643,610.6146,179.1566,883.5652,1774.627,844.8162,245.2939,70.56458,-108.1562,141.1292,191.2158,89.80173,299.3719,108.8719,0
9,5,6,12,,,,,,,,,,,,,,,
9,5,7,3,,,,,,,,,,,,,,,
9,5,8,4,,,,,,,,,,,,,,,
9,5,9,7,,,,,,,,,,,,,,,
9,5,10,14,,,,,,,,,,,,,,,
9,5,11,18,,,,,,,,,,,,,,,
9,5,12,15,,,,,,,,,,,,,,,
9,5,13,1,,,,,,,,,,,,,,,
9,5,14,1,,,,,,,,,,,,,,,
9,6,0,0,284.8701,93.7766,284.8701,93.7766,284.8701,93.7766,157.2843,24.05669,0,0,157.2843,34.0213,157.2843,34.0213,0
9,6,1,6,165.9147,55.72609,199.9798,71.81656,114.3677,88.34283,121.017,22.3555,31.01446,44.711,136.5242,27.26653,105.5097,35.43458,0
9,6,2,5,536.8453,179.7494,618.1555,226.7438,399.3208,294.8853,195.888,41.24368,50.39729,82.48735,221.0866,52.07716,170.6893,63.96978,0
9,6,3,6,222.7524,74.62251,178.7036,81.63566,446.5826,184.0229,161.2639,28.66128,-67.69498,57.32255,127.4164,32.04211,195.1114,47.53082,0
9,6,4,17,191.0301,152.0599,205.5962,154.3785,-282.9924,880.6738,148.7417,46.28679,-28.70102,92.57359,134.3912,46.76592,163.0922,79.89253,0
9,6,5,18,4722.503,2847.151,4722.503,2847.151,,,268.1478,133.5198,,,268.1478,133.5198,,,1
9,6,6,12,2149.838,1321.43,,,2149.838,1321.43,290.2358,125.1383,,,,,290.2358,125.1383,2
9,6,7,7,,,,,,,,,,,,,,,
9,6,8,7,,,,,,,,,,,,,,,
9,6,9,5,,,,,,,,,,,,,,,
9,6,10,17,,,,,,,,,,,,,,,
9,6,11,1,,,,,,,,,,,,,,,
9,6,12,18,,,,,,,,,,,,,,,
9,6,13,6,,,,,,,,,,,,,,,
9,6,14,8,,,,,,,,,,,,,,,
9,7,0,16,309.288,198.4349,309.288,198.4349,309.288,198.4349,135.9795,45.6641,0,0,135.9795,64.57879,135.9795,64.57879,0
9,7,1,15,1542.263,374.2066,1711.233,533.0309,1378.055,525.4662,302.1738,59.33801,45.28156,118.676,324.8145,81.99259,279.533,85.79751,0
9,7,2,15,571.0551,378.179,571.0551,378.179,,,199.5341,72.81493,,,199.5341,72.81493,,,1
9,7,3,6,208.3697,109.0538,133.2388,124.8294,450.5369,224.1121,151.2929,34.82621,-73.62528,69.65243,114.4803,41.82846,188.1055,55.69417,0
9,7,4,0,425.999,244.3085,432.2185,268.8636,396.5393,585.1507,188.1439,51.61692,-4.349655,103.2338,185.969,61.81693,190.3187,82.67947,0
9,7,5,12,3216.702,1151.399,,,3216.702,1151.399,385.7031,127.9247,,,,,385.7031,127.9247,2
9,7,6,1,528.093,215.774,327.531,257.0461,1006.606,397.0395,224.8058,46.48693,-110.1025,92.97386,169.7545,60.21864,279.857,70.83681,0
9,7,7,4,,,,,,,,,,,,,,,
9,7,8,6,,,,,,,,,,,,,,,
9,7,9,6,,,,,,,,,,,,,,,
9,7,10,9,,,,,,,,,,,,,,,
9,7,11,2,,,,,,,,,,,,,,,
9,7,12,0,,,,,,,,,,,,,,,
9,7,13,19,,,,,,,,,,,,,,,
9,8,0,16,296.6477,116.7909,296.6477,116.7909,296.6477,116.7909,152.491,31.24069,-0,0,152.491,44.181,152.491,44.181,0
9,8,1,7,287.7166,89.16587,338.8917,129.2532,241.248,123.1661,159.126,27.98364,27.92662,55.96729,173.0893,38.35305,145.1627,40.76004,0
9,8,2,6,1840.525,375.9164,292.0243,634.6917,2677.26,466.5534,332.4631,47.65564,-300.8783,95.31127,182.0239,82.16234,482.9023,48.30723,0
9,8,3,16,257.3623,127.7837,194.6414,195.3524,304.2688,168.9386,146.4041,35.48671,-23.14799,70.97342,134.8301,51.647,157.9781,48.68073,0
9,8,4,0,1394.809,462.6894,1461.567,894.0773,1370.392,540.727,284.0772,68.80195,-36.35818,137.6039,265.8981,107.7565,302.2563,85.5767,0
9,8,5,0,296.4125,171.8594,228.6771,286.7103,334.3983,214.7072,163.3956,41.49028,-13.65863,82.98056,156.5663,61.9236,170.2249,55.23803,0
9,8,6,15,1569.863,636.8375,,,1569.863,636.8375,336.8746,91.96755,,,,,336.8746,91.96755,2
9,8,7,7,,,,,,,,,,,,,,,
9,8,8,14,,,,,,,,,,,,,,,
9,8,9,15,,,,,,,,,,,,,,,
9,8,10,9,,,,,,,,,,,,,,,
9,8,11,19,,,,,,,,,,,,,,,
9,8,12,10,,,,,,,,,,,,,,,
9,8,13,0,,,,,,,,,,,,,,,
9,9,0,12,558.3013,401.9578,558.3013,401.9578,558.3013,401.9578,182.7068,64.48085,0,0,182.7068,91.18969,182.7068,91.18969,0
9,9,1,1,257.012,157.1581,257.012,157.1581,257.012,157.1581,127.126,40.77235,0,0,127.126,57.66081,127.126,57.66081,0
9,9,2,8,289.5623,386.5392,289.5623,386.5392,289.5623,386.5392,127.699,55.77569,-0,0,127.699,78.87874,127.699,78.87874,0
9,9,3,5,670.4893,308.1496,670.4893,308.1496,670.4893,308.1496,211.7966,55.58323,-0,0,211.7966,78.60655,211.7966,78.60655,0
9,9,4,0,672.1365,274.5869,672.1365,274.5869,672.1365,274.5869,221.1939,49.96563,0,0,221.1939,70.66207,221.1939,70.66207,0
9,9,5,14,837.8681,526.9586,837.8681,526.9586,837.8681,526.9586,210.4671,73.90223,-0,0,210.4671,104.5135,210.4671,104.5135,0
9,9,6,19,1125.517,785.629,1125.517,785.629,1125.517,785.629,243.8013,89.27454,-0,0,243.8013,126.2533,243.8013,126.2533,0
9,9,7,11,793.7343,509.2473,793.7343,509.2473,793.7343,509.2473,209.4524,72.79597,0,0,209.4524,102.9491,209.4524,102.9491,0
9,9,8,1,,,,,,,,,,,,,,,
9,9,9,6,,,,,,,,,,,,,,,
9,9,10,19,,,,,,,,,,,,,,,
9,9,11,0,,,,,,,,,,,,,,,
9,9,12,10,,,,,,,,,,,,,,,
9,9,13,0,,,,,,,,,,,,,,,
10,0,0,18,740.4196,460.4631,740.4196,460.4631,740.4196,460.4631,211.8766,69.68914,-0,0,211.8766,98.55533,211.8766,98.55533,0
10,0,1,12,1527.324,673.6691,1527.324,673.6691,1527.324,673.6691,292.4176,83.68182,0,0,292.4176,118.344,292.4176,118.344,0
10,0,2,8,1284.376,452.6253,1284.376,452.6253,1284.376,452.6253,310.9057,59.65514,-0,0,310.9057,84.3651,310.9057,84.3651,0
10,0,3,3,122.6897,93.24899,122.6897,93.24899,122.6897,93.24899,87.42479,31.02416,-0,0,87.42479,43.87479,87.42479,43.87479,0
10,0,4,8,522.1312,297.0376,522.1312,297.0376,522.1312,297.0376,174.6393,56.0512,-0,0,174.6393,79.26837,174.6393,79.26837,0
10,0,5,18,,,,,,,,,,,,,,,
10,0,6,9,,,,,,,,,,,,,,,
10,0,7,5,,,,,,,,,,,,,,,
10,0,8,6,,,,,,,,,,,,,,,
10,0,9,13,,,,,,,,,,,,,,,
10,0,10,19,,,,,,,,,,,,,,,
10,0,11,1,,,,,,,,,,,,,,,
10,0,12,10,,,,,,,,,,,,,,,
10,0,13,14,,,,,,,,,,,,,,,
10,0,14,13,,,,,,,,,,,,,,,
