H,K,L,F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),FreeR_flag
29,9,7,198.2784,57.34873,90.00716,92.74376,253.1597,63.27773,163.1525,67.80364,0,1.254896,0.7521403,2.084771,0.999891,0.1733279,1.141493,19
29,9,8,170.0601,60.89999,248.0434,80.22107,359.663,59.83807,111.6196,53.43056,0,0.761376,0.8221819,4.157158,1.299693,-1.504169,1.061591,3
29,9,9,235.2994,62.46872,-1.694489,109.786,241.7469,74.14122,243.4414,80.96947,0,1.793783,0.9353806,1.826667,1.228558,1.748432,1.442767,10
29,10,0,164.2204,33.1888,0,0,164.2204,33.1888,164.2204,33.1888,0,0.8746038,0.3293952,0.8746038,0.3293952,0.8746038,0.3293952,5
29,10,1,203.6406,19.20943,-2.533112,39.2271,201.3469,28.4624,203.88,26.99364,0,1.309339,0.2419458,1.293943,0.3486909,1.323634,0.3359887,9
29,10,2,189.76,23.34194,18.89632,47.79459,198.6998,34.14545,179.8035,33.44266,0,1.143941,0.2713864,1.270742,0.4093462,1.044498,0.3625051,8
29,10,3,203.1998,26.25334,-74.69936,53.65099,166.2913,41.73019,240.9907,33.71973,0,1.313739,0.326086,0.8993788,0.433635,1.85298,0.4946824,4
29,10,4,191.1485,32.68613,-65.13373,63.19211,156.1471,49.40379,221.2808,39.40188,0,1.175751,0.3770007,0.7491857,0.5409397,1.578629,0.5257057,11
29,10,5,197.3584,33.9913,93.54185,64.63801,251.4845,43.58276,157.9427,47.73484,0,1.253768,0.4047267,2.036435,0.6611477,0.7846953,0.5118356,14
29,10,6,195.7584,41.79602,9.973846,78.06469,201.3134,51.18705,191.3396,58.94049,0,1.24536,0.4965228,1.317301,0.646405,1.141825,0.7754599,19
29,10,7,166.5367,52.78575,-56.38795,86.03185,149.6939,61.90732,206.0819,59.7408,0,0.8511862,0.6173217,0.1748096,0.9449455,1.354781,0.8153665,13
29,10,8,244.7527,59.29012,-10.71771,106.6433,243.3017,79.28799,254.0195,71.3177,0,1.950199,0.8986717,1.779918,1.386069,2.073693,1.180391,10
29,10,9,245.0319,60.93121,120.0424,101.8597,312.5772,68.11439,192.5348,75.73532,0,1.953399,0.9305267,3.177353,1.294932,0.6465688,1.338055,0
29,11,0,166.345,34.62002,0,0,166.345,34.62002,166.345,34.62002,0,0.8984285,0.3487167,0.8984285,0.3487167,0.8984285,0.3487167,9
29,11,1,242.3677,18.23231,25.1532,37.01845,254.2682,25.10694,229.115,27.20308,0,1.848742,0.2745516,2.043032,0.3943464,1.665975,0.3824748,16
29,11,2,160.3655,25.59211,-4.294388,51.11361,156.9341,37.57682,161.2285,34.64944,0,0.8249415,0.2482373,0.8018764,0.3642079,0.8449526,0.3392413,0
29,11,3,177.9837,32.34887,-39.40263,63.50087,163.0636,41.60553,202.4663,47.97228,0,1.022361,0.347089,0.864117,0.4260161,1.334785,0.5985971,16
29,11,4,243.7272,25.80248,-67.25861,56.59969,202.2325,47.24433,269.4911,31.16886,0,1.879885,0.3876249,1.331675,0.5872067,2.303254,0.5160331,10
29,11,5,178.8029,51.52586,-29.34256,88.04079,172.8887,61.65852,202.2312,62.8443,0,1.021484,0.6081621,0.7938992,0.8419665,1.269753,0.8793963,16
29,11,6,186.2352,40.46931,26.47197,74.45419,200.3549,50.49291,173.8829,54.71647,0,1.127813,0.4582448,1.305346,0.632953,0.9322633,0.6642944,7
29,11,7,233.5709,42.26606,75.836,81.46966,263.7669,47.41159,187.9309,66.2529,0,1.760311,0.595144,2.244118,0.753945,0.9604358,0.9694265,19
29,11,8,240.6998,63.96364,53.05606,110.6914,275.5972,77.69731,222.5412,78.83984,0,1.876886,0.9800793,2.43894,1.397999,1.333658,1.374386,3
29,11,9,125.4788,55.74678,2.648285,95.13879,154.5643,67.95684,151.916,66.58272,0,-0.3376765,0.8765674,-0.3641798,1.270353,-0.3135889,1.211077,14
29,12,0,186.7702,31.06393,0,0,186.7702,31.06393,186.7702,31.06393,0,1.12102,0.3503777,1.12102,0.3503777,1.12102,0.3503777,0
29,12,1,221.3203,16.22357,-47.22888,33.23042,197.4705,25.24395,244.6994,21.61027,0,1.541146,0.2231681,1.240278,0.3048638,1.888506,0.3275731,14
29,12,2,205.7594,21.70036,10.77759,44.57764,210.6034,32.85423,199.8258,30.12915,0,1.33969,0.2752502,1.421307,0.4189346,1.277696,0.3651166,13
29,12,3,269.1674,22.63442,-11.5174,46.15882,263.1224,31.05036,274.6398,34.15424,0,2.283417,0.377783,2.19684,0.501507,2.396998,0.5744159,12
29,12,4,261.6497,29.37005,8.266846,65.22007,265.9614,54.55325,257.6946,35.74353,0,2.169471,0.472673,2.295346,0.8776475,2.118043,0.5609816,16
29,12,5,160.0685,39.87085,30.86377,71.59502,181.8697,53.38939,151.006,47.70136,0,0.8335539,0.3979577,1.051338,0.6475698,0.7013941,0.5044556,1
29,12,6,231.0454,38.37612,-56.58324,76.07495,197.7486,60.33986,254.3319,46.33033,0,1.715412,0.5354868,1.225198,0.81499,2.087813,0.7103365,15
29,12,7,231.9598,45.27144,-114.0102,81.58453,174.0792,63.83123,288.0894,50.80954,0,1.742283,0.6336694,0.750765,0.910243,2.674664,0.8826804,7
29,12,8,206.1078,82.10583,0,82.10583,206.1078,82.10583,,,1,0.657555,1.591171,0.657555,1.591171,0,0,8
29,13,0,182.5119,27.59079,0,0,182.5119,27.59079,182.5119,27.59079,0,1.066009,0.3053419,1.066009,0.3053419,1.066009,0.3053419,12
29,13,1,212.9543,16.64588,-57.59232,34.05567,185.8179,25.64262,243.4102,22.41082,0,1.427881,0.2201034,1.101053,0.2902837,1.869917,0.337592,10
29,13,2,154.7529,24.86202,-64.24689,48.71368,118.8638,39.31759,183.1107,28.76021,0,0.7684101,0.2326575,0.4190637,0.3403658,1.074796,0.3187514,6
29,13,3,247.8356,23.94339,-99.82071,50.73279,198.0459,40.74052,297.8666,30.23286,0,1.940154,0.3667816,1.272878,0.4881504,2.805284,0.5558297,1
29,13,4,151.4479,36.23471,33.22433,64.90851,172.337,46.60701,139.1127,45.17633,0,0.7467976,0.3388678,0.960207,0.5148288,0.5836598,0.4501251,9
29,13,5,321.7898,27.28052,-106.6509,67.50242,247.2259,60.078,353.8768,30.77679,0,3.263835,0.5442738,1.989716,0.9205058,3.948719,0.6748853,1
29,13,6,182.4251,40.67283,-34.16388,73.9951,166.9496,54.09085,201.1134,50.49213,0,1.082837,0.4525561,0.8421707,0.6455205,1.31546,0.6346403,12
29,13,7,234.7477,42.61137,117.8392,78.62571,287.1147,46.20802,169.2755,63.61462,0,1.778362,0.6030189,2.645212,0.8022017,0.6521793,0.914358,7
29,13,8,273.6183,64.30537,73.23985,115.4445,319.0295,82.96241,245.7897,80.2787,0,2.437802,1.082648,3.303525,1.672121,1.812913,1.420627,11
29,14,0,191.4193,27.95286,0,0,191.4193,27.95286,191.4193,27.95286,0,1.170945,0.3250242,1.170945,0.3250242,1.170945,0.3250242,15
29,14,1,129.6348,22.85591,-63.93981,43.09393,103.0189,31.78599,166.9587,29.09875,0,0.5415666,0.1786706,0.3307235,0.2254248,0.8978221,0.2930237,9
29,14,2,266.1897,19.85241,-66.1888,42.81833,227.5488,35.07383,293.7376,24.56085,0,2.229793,0.3283754,1.658424,0.4834761,2.719085,0.4474046,8
29,14,3,379.6755,19.47334,-31.7782,39.15009,363.9009,28.02509,395.6791,27.33723,0,4.523118,0.4612011,4.168796,0.6333975,4.922971,0.6728639,11
29,14,4,240.1405,29.52452,12.77992,62.5432,243.3339,37.55322,230.554,50.01407,0,1.831976,0.4344139,1.896588,0.553533,1.728365,0.7009542,3
29,14,5,230.771,36.33108,-53.11327,72.10735,205.6079,51.79266,258.7212,50.16962,0,1.707294,0.5074098,1.37472,0.6661779,2.166838,0.7830862,18
29,14,6,271.6023,29.54442,-62.42999,61.89146,236.9792,48.70257,299.4092,38.19178,0,2.335914,0.4941375,1.822472,0.6982265,2.851094,0.6994069,18
29,14,7,300.5399,32.24217,-115.8961,68.85284,238.1703,56.23692,354.0663,39.72561,0,2.859237,0.597021,1.847076,0.8249025,3.972619,0.8651665,2
29,14,8,250.5092,67.14609,0,67.14609,250.5092,67.14609,,,1,2.031097,1.074231,2.031097,1.074231,0,0,4
29,15,0,91.3832,31.27516,0,0,91.3832,31.27516,91.3832,31.27516,0,0.2381702,0.2152418,0.2381702,0.2152418,0.2381702,0.2152418,0
29,15,1,167.6807,19.05827,46.2986,41.36072,185.4805,23.03675,139.1819,34.35138,0,0.8912991,0.196464,1.093249,0.2616774,0.6304,0.2974274,19
29,15,2,142.0312,30.65791,86.72714,51.13636,183.7627,31.18307,97.03552,40.52831,0,0.6558204,0.2645497,1.08628,0.3458344,0.04861599,0.4107425,0
29,15,3,217.3794,25.09518,-93.08473,52.83512,168.9742,42.89275,262.059,30.85064,0,1.498537,0.3351628,0.92815,0.4544256,2.178954,0.4963244,17
29,15,4,221.4484,28.21791,-35.88222,58.95228,199.4234,46.66434,235.3057,36.02514,0,1.55959,0.3822223,1.294951,0.572122,1.772923,0.5136768,12
29,15,5,253.808,29.78222,-90.68861,64.54397,199.1724,54.07782,289.861,35.23513,0,2.043707,0.4641187,1.28186,0.69149,2.668275,0.6260972,4
29,15,6,230.1847,35.74111,-51.50427,71.1874,203.1183,53.41396,254.6226,47.05948,0,1.697548,0.4982264,1.337873,0.6880975,2.093918,0.7223466,4
29,15,7,131.1755,49.87397,61.39606,78.48395,180.0056,56.13296,118.6095,54.85272,0,0.3718004,0.5659428,1.004114,0.7009092,-0.8126748,0.9593089,5
29,16,0,146.8512,27.14101,0,0,146.8512,27.14101,146.8512,27.14101,0,0.6964992,0.240273,0.6964992,0.240273,0.6964992,0.240273,7
29,16,1,279.9826,14.85259,-24.38702,29.96204,267.2306,22.01973,291.6176,20.31883,0,2.460116,0.2593453,2.250036,0.3650189,2.674275,0.3685457,3
29,16,2,251.9101,20.38237,-11.20607,41.64454,244.9683,31.18506,256.1743,27.6,0,1.998954,0.3186129,1.908404,0.4673012,2.077615,0.4355464,6
29,16,3,151.7201,31.43521,110.0172,51.55742,207.0692,31.39406,97.05199,40.8972,0,0.7472521,0.2886979,1.37236,0.3941188,0.02346418,0.4240872,14
29,16,4,211.4668,27.24813,34.43208,56.23759,225.8693,35.79439,191.4372,43.37544,0,1.422694,0.3522552,1.636017,0.4891539,1.192896,0.5076912,5
29,16,5,221.0718,31.6854,-71.03758,65.14189,178.9934,53.09176,250.031,37.74561,0,1.560747,0.4258863,1.014991,0.6375591,2.000496,0.5723003,14
29,16,6,220.5291,35.27828,2.615906,70.32911,220.3075,50.61602,217.6916,48.82829,0,1.560181,0.4705254,1.580106,0.6832726,1.54221,0.6489037,18
29,16,7,212.6503,44.85315,36.30219,83.64034,229.246,52.44754,192.9438,65.15337,0,1.468989,0.5781937,1.710853,0.7362262,1.07973,0.9339944,7
29,17,0,248.2378,19.91081,0,0,248.2378,19.91081,248.2378,19.91081,0,1.94088,0.3067522,1.94088,0.3067522,1.94088,0.3067522,2
29,17,1,215.449,17.98884,0.8270416,36.61961,215.0344,24.90073,214.2074,26.85051,0,1.462791,0.2403577,1.466505,0.3289348,1.458536,0.3520783,14
29,17,2,161.7964,25.59577,40.39656,50.72852,181.0159,33.17749,140.6194,38.37495,0,0.8394168,0.2505778,1.057898,0.3620382,0.6385118,0.3471704,15
29,17,3,168.963,33.01535,16.59375,62.81559,177.7354,44.82252,161.1416,44.00841,0,0.9244842,0.3366282,1.027213,0.4985356,0.8383939,0.4563809,3
29,17,4,235.1594,26.30804,-28.19275,54.27029,219.0548,40.81412,247.2475,35.76971,0,1.752262,0.3805801,1.550443,0.5389937,1.952929,0.5374527,10
29,17,5,199.7137,35.24923,40.7556,68.31178,220.2486,46.86372,179.493,49.70202,0,1.285419,0.4245061,1.576292,0.6261783,1.038045,0.5774612,5
29,17,6,144.8656,43.09734,35.7491,72.34151,170.7267,50.84076,134.9776,51.4637,0,0.6641296,0.4196488,0.9220842,0.5837829,0.3883078,0.6036623,2
29,18,0,232.9656,25.79049,0,0,232.9656,25.79049,232.9656,25.79049,0,1.719324,0.369747,1.719324,0.369747,1.719324,0.369747,16
29,18,1,159.4542,19.0765,12.92741,39.39365,164.2739,25.79987,151.3465,29.76955,0,0.8070909,0.1866066,0.8650362,0.2565274,0.7419685,0.2719506,15
29,18,2,191.3265,23.53782,-40.09883,48.93377,168.493,38.32159,208.5918,30.42975,0,1.16291,0.2759213,0.9241439,0.3950102,1.390417,0.3855839,3
29,18,3,281.7291,21.63504,-45.99612,44.12574,258.2043,32.96808,304.2004,29.32894,0,2.498561,0.3785833,2.120425,0.520631,2.92286,0.5514965,12
29,18,4,231.4292,26.15691,-52.86365,53.52827,206.8127,38.8385,259.6764,36.83541,0,1.697589,0.3722335,1.382528,0.4842754,2.152486,0.5819042,11
29,18,5,268.3977,29.01019,-56.82841,60.41068,237.3496,46.90127,294.178,38.07521,0,2.280791,0.4795858,1.825152,0.6720398,2.753632,0.6846083,11
29,19,0,389.1157,22.7413,0,0,389.1157,22.7413,389.1157,22.7413,0,4.754591,0.5514435,4.754591,0.5514435,4.754591,0.5514435,17
29,19,1,189.7543,17.6051,-56.29965,36.88479,160.7979,29.02225,217.0976,22.76393,0,1.136517,0.2067074,0.8341748,0.2813396,1.491186,0.3047144,13
29,19,2,150.5451,28.15189,37.38695,53.54362,168.3385,34.93431,130.9515,40.57724,0,0.7324247,0.25551,0.919979,0.3560192,0.5332108,0.3669187,9
29,19,3,203.5368,24.19818,5.575684,49.74146,204.6889,33.64402,199.1132,36.63731,0,1.314813,0.302226,1.345778,0.4160461,1.280217,0.4397637,19
29,19,4,241.613,24.02983,-95.3074,51.42157,191.6786,41.87764,286.986,29.84027,0,1.844998,0.3585683,1.194898,0.488358,2.605391,0.528162,11
29,20,0,146.3568,31.20698,0,0,146.3568,31.20698,146.3568,31.20698,0,0.6960862,0.2771377,0.6960862,0.2771377,0.6960862,0.2771377,15
29,20,1,182.3047,16.30446,25.86299,33.50975,194.1845,21.98905,168.3215,25.28607,0,1.048405,0.1840758,1.195216,0.2625422,0.9064556,0.2581581,19
29,20,2,226.5482,20.93122,-7.499756,42.76388,222.1277,29.09136,229.6274,31.34394,0,1.619901,0.2934393,1.57058,0.3947314,1.680826,0.4387167,10
29,20,3,155.9394,33.55223,-30.66707,61.60557,141.012,45.87575,171.6791,41.11765,0,0.790459,0.3177635,0.5987738,0.4640927,0.959635,0.4359932,19
30,0,0,380.4282,33.85582,0,0,380.4282,33.85582,380.4282,33.85582,0,4.565085,0.7977084,4.565085,0.7977084,4.565085,0.7977084,12
30,0,1,223.2482,22.35085,0,0,223.2482,22.35085,223.2482,22.35085,0,1.575366,0.3081121,1.575366,0.3081121,1.575366,0.3081121,3
30,0,2,152.632,34.85793,0,0,152.632,34.85793,152.632,34.85793,0,0.7583883,0.3256947,0.7583883,0.3256947,0.7583883,0.3256947,12
30,0,3,237.6559,31.46117,0,0,237.6559,31.46117,237.6559,31.46117,0,1.798515,0.4564731,1.798515,0.4564731,1.798515,0.4564731,14
30,0,4,146.2528,52.24651,0,0,146.2528,52.24651,146.2528,52.24651,0,0.5661007,0.6047781,0.5661007,0.6047781,0.5661007,0.6047781,7
30,0,5,233.3984,53.09964,0,0,233.3984,53.09964,233.3984,53.09964,0,1.773266,0.7582162,1.773266,0.7582162,1.773266,0.7582162,3
30,0,6,256.0904,50.60162,0,0,256.0904,50.60162,256.0904,50.60162,0,2.124749,0.7823095,2.124749,0.7823095,2.124749,0.7823095,4
30,0,7,236.6925,60.58723,0,0,236.6925,60.58723,236.6925,60.58723,0,1.820316,0.9013652,1.820316,0.9013652,1.820316,0.9013652,11
30,0,8,291.0866,59.06281,0,0,291.0866,59.06281,291.0866,59.06281,0,2.748365,1.039281,2.748365,1.039281,2.748365,1.039281,14
30,0,9,265.6533,61.4405,0,0,265.6533,61.4405,265.6533,61.4405,0,2.297647,1.001227,2.297647,1.001227,2.297647,1.001227,13
30,0,10,,,,,,,,,,,,,,,,12
30,1,0,161.3892,35.99504,0,0,161.3892,35.99504,161.3892,35.99504,0,0.8475143,0.3543416,0.8475143,0.3543416,0.8475143,0.3543416,14
30,1,1,317.0412,15.64008,19.7171,31.63953,325.8981,21.57745,306.181,23.1403,0,3.145592,0.3103528,3.338403,0.4376417,2.950538,0.4401796,18
30,1,2,159.0872,19.75767,-34.3992,40.70645,140.5264,31.19261,174.9256,26.15408,0,0.8042517,0.1924946,0.6424847,0.2671949,0.97881,0.2775577,18
30,1,3,235.4132,20.495,75.45169,42.0131,277.0236,27.76221,201.5719,31.53347,0,1.747513,0.2989682,2.42575,0.474884,1.302196,0.3847965,11
30,1,4,145.6102,35.53486,34.93309,62.90944,166.9795,44.30201,132.0464,44.66463,0,0.6901661,0.3210005,0.9034047,0.470643,0.5046879,0.43894,15
30,1,5,270.4375,35.01647,-46.45836,72.66336,242.7253,56.95967,289.1837,45.11718,0,2.32715,0.5787904,1.918388,0.8504537,2.679826,0.7899566,8
30,1,6,213.3992,49.80603,-165.4967,89.80762,172.402,57.9201,337.8987,68.63432,0,1.482789,0.6531103,0.8673009,0.7380865,3.703579,1.40201,13
30,1,7,282.865,41.46888,-104.3373,85.70251,217.4021,71.78046,321.7394,46.82399,0,2.55739,0.7123787,1.404312,1.134639,3.307681,0.9152572,1
30,1,8,184.0029,54.50296,20.66327,93.9783,205.4893,70.34035,184.826,62.323,0,1.073119,0.672245,1.203998,1.088773,0.9924854,0.8545962,18
30,1,9,171.1583,54.66383,56.1188,90.12142,213.168,64.71602,157.0492,62.71928,0,0.8944495,0.6610685,1.426753,0.9392232,0.3718527,0.9306203,13
30,1,10,,,,,,,,,,,,,,,,9
30,2,0,217.7458,29.02015,0,0,217.7458,29.02015,217.7458,29.02015,0,1.510107,0.3856569,1.510107,0.3856569,1.510107,0.3856569,8
30,2,1,197.1181,19.55761,-36.48866,44.02132,172.3873,37.30747,208.876,23.36727,0,1.227971,0.2381071,0.9661997,0.3908492,1.382457,0.3002562,18
30,2,2,152.0165,26.53449,35.04587,51.6241,171.1385,36.52716,136.0927,36.48033,0,0.7443651,0.243281,0.9517995,0.3793447,0.5994453,0.3170717,14
30,2,3,278.6658,17.62795,-27.52707,35.75219,263.8957,26.62621,291.4227,23.85925,0,2.439918,0.3058742,2.201616,0.4337752,2.675592,0.4313776,7
30,2,4,215.7039,32.32769,-7.723816,67.59997,211.7491,40.35485,219.4729,54.23322,0,1.488491,0.4230042,1.450266,0.5153072,1.567461,0.7406778,16
30,2,5,233.6147,37.98008,-81.49901,74.21681,191.7765,57.27438,273.2755,47.19936,0,1.752136,0.5362613,1.162238,0.7400884,2.404212,0.778116,10
30,2,6,225.5047,43.24144,-113.4365,79.0366,176.0355,59.01616,289.472,52.57258,0,1.645237,0.5881117,0.9064621,0.7662691,2.704216,0.9174212,13
30,2,7,292.7144,45.11926,-106.9861,92.08243,224.7213,77.19597,331.7073,50.19916,0,2.74432,0.8000604,1.432775,1.311677,3.521362,1.009619,19
30,2,8,235.8038,49.98017,12.94646,94.42097,245.0687,72.00291,232.1222,61.08109,0,1.806589,0.7147387,1.908477,1.177372,1.747128,0.8994339,0
30,2,9,269.0412,52.1386,135.9504,93.86119,320.9693,52.03041,185.0189,78.12016,0,2.343081,0.8462662,3.306996,1.00947,0.06376379,1.552304,2
30,2,10,,,,,,,,,,,,,,,,4
30,3,0,106.8869,36.91582,0,0,106.8869,36.91582,106.8869,36.91582,0,0.321507,0.300155,0.321507,0.300155,0.321507,0.300155,4
30,3,1,181.6117,20.15596,-13.82765,44.28219,171.3938,36.79549,185.2214,24.63745,0,1.044932,0.2252479,0.9548202,0.3829223,1.09261,0.278534,1
30,3,2,252.5403,18.68548,30.41695,39.35894,264.3073,23.67475,233.8903,31.44252,0,2.006827,0.2932527,2.203759,0.3874978,1.742857,0.4486295,19
30,3,3,300.0816,20.61146,6.728424,41.79868,302.4587,28.13368,295.7303,30.91319,0,2.831385,0.3847759,2.887676,0.5264848,2.766847,0.5637336,16
30,3,4,294.5867,23.3646,-57.11166,48.80185,262.7689,38.39588,319.8806,30.1227,0,2.732891,0.4272622,2.206592,0.6128445,3.230636,0.595988,16
30,3,5,275.1413,33.14103,41.52788,68.5458,292.8183,44.12955,251.2904,52.45101,0,2.403453,0.5592375,2.743548,0.7836656,2.050537,0.7982998,17
30,3,6,213.7008,53.42672,64.4481,94.0636,255.071,67.82735,190.6229,65.17216,0,1.485518,0.712688,2.107559,1.10159,1.037729,0.9346465,9
30,3,7,202.8253,54.40932,-19.29832,96.98956,202.3862,62.21626,221.6845,74.40506,0,1.331331,0.7050051,1.278777,0.8645535,1.435639,1.218005,13
30,3,8,214.34,50.94412,62.12949,91.11852,253.3497,65.73362,191.2202,63.10051,0,1.495913,0.6733788,2.083677,1.051294,1.08701,0.8768659,18
30,3,9,163.37,60.73899,-159.8047,108.2405,143.2751,60.49801,303.0797,89.75523,0,0.6322848,0.8291863,0.03788478,0.9310436,2.911691,1.82323,12
30,3,10,,,,,,,,,,,,,,,,0
30,4,0,232.3295,27.57596,0,0,232.3295,27.57596,232.3295,27.57596,0,1.713036,0.3931629,1.713036,0.3931629,1.713036,0.3931629,17
30,4,1,269.6867,15.64884,7.769592,31.69083,273.6119,23.60923,265.8423,21.14031,0,2.283772,0.2630095,2.360289,0.400354,2.225677,0.3488464,18
30,4,2,218.2892,19.14036,27.57498,38.96394,233.233,28.24981,205.658,26.83536,0,1.502667,0.2588665,1.727359,0.4039776,1.346127,0.3371919,17
30,4,3,106.7625,38.04185,66.13966,68.97669,166.1953,56.69534,100.0557,39.28642,0,0.3033052,0.3204353,0.7910516,0.7073078,0.1773482,0.3594369,10
30,4,4,216.7946,28.54028,-39.39313,58.7574,194.2078,45.38203,233.6009,37.32163,0,1.496346,0.3778515,1.228091,0.5417061,1.750532,0.5273101,1
30,4,5,147.5149,47.79757,105.3604,76.02114,224.3999,56.91676,119.0395,50.3954,0,0.657473,0.5040435,1.636967,0.8006071,0.01430304,0.6487561,1
30,4,6,225.2625,47.7024,12.23239,89.03006,231.9613,59.515,219.7289,66.21417,0,1.648627,0.6516179,1.748026,0.8683206,1.52049,0.985889,17
30,4,7,331.0117,41.64734,-44.82932,90.32912,299.9392,74.93762,344.7686,50.43513,0,3.48323,0.8437412,2.926461,1.402768,3.798842,1.056148,17
30,4,8,201.288,52.37566,0.1635742,92.76282,207.0552,69.32577,206.8916,61.63504,0,1.315018,0.6661827,1.255935,1.057361,1.353909,0.8578634,13
30,4,9,185.1893,65.54773,-108.5841,111.6071,167.8663,68.55368,276.4504,88.07127,0,0.9252332,0.9498131,0.3023223,1.140204,2.337463,1.716811,13
30,5,0,251.1827,27.37657,0,0,251.1827,27.37657,251.1827,27.37657,0,1.99796,0.4234279,1.99796,0.4234279,1.99796,0.4234279,16
30,5,1,193.8303,17.92689,53.76717,36.78898,222.533,24.36585,168.7658,27.56328,0,1.185814,0.2150208,1.568327,0.3338266,0.9145971,0.2810974,1
30,5,2,176.0966,21.96662,67.33948,46.90564,203.2341,25.75442,135.8946,39.20267,0,0.9855661,0.2368464,1.313325,0.3202538,0.589881,0.351878,18
30,5,3,258.2251,21.27627,24.33611,43.47551,268.9986,28.89869,244.6625,32.48055,0,2.10094,0.3408096,2.290666,0.4789241,1.906298,0.48509,12
30,5,4,224.142,27.46018,45.72168,56.19398,246.9656,37.97919,201.2439,41.41671,0,1.59586,0.3771792,1.953344,0.568256,1.314338,0.5042802,8
30,5,5,161.959,40.35652,100.7763,67.47098,226.224,47.56033,125.4477,47.85759,0,0.8533489,0.4076051,1.662314,0.6520445,0.3344585,0.522216,13
30,5,6,216.6335,49.18378,-42.92552,89.02414,198.1363,64.19704,241.0618,61.67688,0,1.52762,0.6516466,1.186174,0.9092641,1.888194,0.9343842,18
30,5,7,320.7162,43.30953,5.690887,88.25079,321.0248,62.70337,315.3339,62.10065,0,3.277581,0.8471369,3.337229,1.214693,3.221097,1.182039,4
30,5,8,224.8089,51.21459,119.4772,88.55444,295.941,60.80836,176.4639,64.3757,0,1.64518,0.7045342,2.842156,1.088673,0.7826552,0.9241455,16
30,5,9,347.9134,58.79503,-0.02102661,116.822,345.9912,76.56506,346.0122,88.23367,0,3.893019,1.23468,3.89449,1.614168,3.890944,1.916766,2
30,6,0,150.6676,35.88411,0,0,150.6676,35.88411,150.6676,35.88411,0,0.7391515,0.3335517,0.7391515,0.3335517,0.7391515,0.3335517,0
30,6,1,117.0028,26.51379,-20.61129,48.07584,107.9985,34.89521,128.6098,33.06978,0,0.4455978,0.1896733,0.3531497,0.2687935,0.5372863,0.267687,16
30,6,2,227.1999,20.80085,-71.35358,44.84264,187.4127,36.65384,258.7663,25.83329,0,1.628995,0.2925116,1.13745,0.4145483,2.116414,0.4128049,19
30,6,3,204.9994,24.77633,21.44151,51.13742,213.558,33.43027,192.1164,38.69694,0,1.334375,0.3114501,1.46171,0.4321866,1.196804,0.449221,6
30,6,4,307.5351,23.80562,-44.65756,51.29585,279.2795,41.9709,323.9371,29.4908,0,2.97757,0.4546517,2.495465,0.7109593,3.311137,0.5913792,17
30,6,5,260.4696,27.63145,51.30775,56.51374,288.7981,40.17719,237.4903,39.74414,0,2.147122,0.4435869,2.660505,0.7065589,1.813129,0.5698963,19
30,6,6,251.1888,44.30889,54.25638,85.8436,276.6362,56.50675,222.3798,64.62283,0,2.033381,0.6711525,2.482917,0.9453179,1.576475,0.9530352,12
30,6,7,285.731,47.90441,71.81104,93.78522,319.1255,60.64998,247.3145,71.53494,0,2.624772,0.8263864,3.293646,1.16713,1.952317,1.17025,6
30,6,8,239.9062,51.20293,59.74565,95.02511,276.3631,69.23047,216.6174,65.09158,0,1.870391,0.7454271,2.484239,1.194981,1.479374,0.9537372,6
30,6,9,401.2299,51.5739,39.94394,106.8719,415.7239,67.75841,375.78,82.64628,0,5.121296,1.265178,5.549189,1.702332,4.593324,1.890962,14
30,7,0,237.2816,27.72535,0,0,237.2816,27.72535,237.2816,27.72535,0,1.786055,0.4039943,1.786055,0.4039943,1.786055,0.4039943,8
30,7,1,127.2396,23.95129,-7.474327,46.00479,123.2035,32.94279,130.6778,32.1125,0,0.5233744,0.1837453,0.4914186,0.2589447,0.5557836,0.2607752,17
30,7,2,188.4408,22.96548,0.8268585,47.53743,187.5448,36.08496,186.718,30.94646,0,1.127805,0.2652615,1.138163,0.4081998,1.120234,0.3489927,4
30,7,3,191.2959,26.53154,65.94279,54.2006,221.1386,32.65229,155.1958,43.26122,0,1.167171,0.3091122,1.563519,0.4383436,0.7751083,0.4359674,6
30,7,4,191.9393,29.97018,-18.15112,60.39764,180.4478,46.23609,198.5989,38.86,0,1.180605,0.3482755,1.057926,0.5245622,1.277312,0.4657398,11
30,7,5,371.6349,21.77654,-29.47711,44.29905,355.0628,33.47862,384.5399,29.01014,0,4.337045,0.5043204,3.98044,0.735218,4.653944,0.6930792,3
30,7,6,178.5596,47.5712,-55.91808,85.33832,164.8083,54.31577,220.7264,65.82117,0,1.032619,0.541218,0.8084318,0.6497855,1.540479,0.9779933,9
30,7,7,206.1491,62.71246,9.081924,106.8705,222.8847,78.53687,213.8027,72.47933,0,1.333215,0.8813147,1.35223,1.362074,1.319522,1.155887,15
30,7,8,232.157,49.66352,28.81026,93.92723,251.6325,71.79949,222.8223,60.55705,0,1.751625,0.6998106,2.028027,1.186416,1.604145,0.8666267,0
30,7,9,205.2392,71.03876,98.98325,112.4104,277.5051,80.64725,178.5219,78.30785,0,1.181384,1.111797,2.454881,1.484238,-0.4467176,1.678206,19
