H,K,L,F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),FreeR_flag
13,5,16,,,,,,,,,,,,,,,,6
13,5,17,,,,,,,,,,,,,,,,8
13,6,0,194.6529,24.12545,0,0,194.6529,24.12545,194.6529,24.12545,0,1.203963,0.287627,1.203963,0.287627,1.203963,0.287627,14
13,6,1,435.1833,17.49653,-19.81308,35.23771,424.4415,25.49862,444.2546,24.32112,0,5.926735,0.4765685,5.658123,0.6742433,6.194912,0.6736965,19
13,6,2,828.3344,17.40074,-46.01996,34.84949,805.0752,25.28065,851.0952,23.987,0,21.47249,0.9021409,20.28355,1.273872,22.66874,1.277777,2
13,6,3,612.1858,18.05639,59.42694,36.27463,641.2553,24.40986,581.8284,26.83296,0,11.72837,0.6918551,12.86865,0.9797095,10.59402,0.9771573,19
13,6,4,277.878,46.4474,90.49911,90.24738,323.1323,58.85195,232.6331,68.4181,0,2.482096,0.77931,3.370131,1.146409,1.719184,1.062581,14
13,6,5,,,,,,,,,,,,,,,,19
13,6,6,,,,,,,,,,,,,,,,18
13,6,7,,,,,,,,,,,,,,,,4
13,6,8,,,,,,,,,,,,,,,,10
13,6,9,,,,,,,,,,,,,,,,10
13,6,10,,,,,,,,,,,,,,,,19
13,6,11,,,,,,,,,,,,,,,,19
13,6,12,,,,,,,,,,,,,,,,7
13,6,13,,,,,,,,,,,,,,,,6
13,6,14,,,,,,,,,,,,,,,,18
13,6,15,,,,,,,,,,,,,,,,13
13,6,16,,,,,,,,,,,,,,,,17
13,6,17,,,,,,,,,,,,,,,,18
13,7,0,372.0998,21.6933,-0,0,372.0998,21.6933,372.0998,21.6933,0,4.347785,0.5030353,4.347785,0.5030353,4.347785,0.5030353,18
13,7,1,515.22,17.10118,-18.63834,34.22531,505.8125,24.63999,524.4508,23.75379,0,8.307236,0.5514674,8.006637,0.7800654,8.60757,0.7797201,19
13,7,2,618.1998,17.43466,-39.1333,34.94476,598.2764,25.50811,637.4097,23.88456,0,11.95993,0.6745955,11.20146,0.9551713,12.71477,0.9528771,6
13,7,3,576.9518,18.59167,9.75415,37.19812,582.0282,26.67132,572.274,25.92954,0,10.41718,0.6713653,10.6013,0.9716047,10.24895,0.9287523,6
13,7,4,334.7334,40.02273,-49.32501,82.65844,306.6581,62.87896,355.9831,53.65308,0,3.556657,0.8218796,3.051507,1.166356,4.054863,1.158312,19
13,7,5,,,,,,,,,,,,,,,,6
13,7,6,,,,,,,,,,,,,,,,7
13,7,7,,,,,,,,,,,,,,,,11
13,7,8,,,,,,,,,,,,,,,,13
13,7,9,,,,,,,,,,,,,,,,5
13,7,10,,,,,,,,,,,,,,,,13
13,7,11,,,,,,,,,,,,,,,,1
13,7,12,,,,,,,,,,,,,,,,12
13,7,13,,,,,,,,,,,,,,,,0
13,7,14,,,,,,,,,,,,,,,,16
13,7,15,,,,,,,,,,,,,,,,11
13,7,16,,,,,,,,,,,,,,,,13
13,8,0,248.2872,19.44284,0,0,248.2872,19.44284,248.2872,19.44284,0,1.941061,0.2997311,1.941061,0.2997311,1.941061,0.2997311,8
13,8,1,312.5655,18.16912,6.593719,36.58387,315.2964,25.56206,308.7026,26.17176,0,3.067766,0.3539143,3.131567,0.5001051,3.003757,0.5009167,19
13,8,2,436.2819,19.49247,5.711334,40.08273,437.7107,25.34532,431.9994,31.05221,0,5.956695,0.5322739,6.015893,0.6913906,5.870556,0.8340068,4
13,8,3,500.6456,22.33587,-30.47211,45.08091,484.1851,32.8284,514.6572,30.89635,0,7.843898,0.6998972,7.370402,0.9889815,8.318973,0.9906289,6
13,8,4,375.2492,28.06532,62.40109,56.78278,409.9161,40.52108,347.515,39.77845,0,4.43137,0.6543874,5.309966,1.026014,3.828895,0.849627,19
13,8,5,788.7468,46.91619,0,46.91619,,,788.7468,46.91619,2,19.53818,2.305673,0,0,19.53818,2.305673,6
13,8,6,,,,,,,,,,,,,,,,4
13,8,7,,,,,,,,,,,,,,,,2
13,8,8,,,,,,,,,,,,,,,,6
13,8,9,,,,,,,,,,,,,,,,15
13,8,10,,,,,,,,,,,,,,,,14
13,8,11,,,,,,,,,,,,,,,,17
13,8,12,,,,,,,,,,,,,,,,13
13,8,13,,,,,,,,,,,,,,,,0
13,8,14,,,,,,,,,,,,,,,,1
13,8,15,,,,,,,,,,,,,,,,2
13,8,16,,,,,,,,,,,,,,,,7
13,9,0,128.3919,25.22085,0,0,128.3919,25.22085,128.3919,25.22085,0,0.5339391,0.1954435,0.5339391,0.1954435,0.5339391,0.1954435,13
13,9,1,493.7256,15.04307,3.395447,30.08703,495.4451,21.35606,492.0496,21.19311,0,7.628556,0.4648611,7.681784,0.6622435,7.576852,0.6526865,1
13,9,2,297.0946,20.21387,-1.189514,40.81422,295.772,29.22276,296.9615,28.49264,0,2.775051,0.3736416,2.764465,0.5339029,2.785211,0.5230813,17
13,9,3,339.2295,23.9905,-14.89294,48.49803,330.8954,34.89188,345.7884,33.68406,0,3.619339,0.5060856,3.464694,0.7117357,3.77749,0.7197579,18
13,9,4,382.949,32.71848,7.855774,67.89235,384.673,42.84111,376.8172,52.66887,0,4.622968,0.7766879,4.688321,1.013941,4.53017,1.208233,3
13,9,5,443.1668,36.64176,-92.81555,75.33239,395.8076,57.28271,488.6231,48.92504,0,6.188316,1.007236,5.004913,1.377822,7.546656,1.476151,18
13,9,6,,,,,,,,,,,,,,,,10
13,9,7,,,,,,,,,,,,,,,,18
13,9,8,,,,,,,,,,,,,,,,8
13,9,9,,,,,,,,,,,,,,,,18
13,9,10,,,,,,,,,,,,,,,,6
13,9,11,,,,,,,,,,,,,,,,14
13,9,12,,,,,,,,,,,,,,,,11
13,9,13,,,,,,,,,,,,,,,,15
13,9,14,,,,,,,,,,,,,,,,16
13,9,15,,,,,,,,,,,,,,,,11
13,9,16,,,,,,,,,,,,,,,,2
13,10,0,156.0515,22.86729,0,0,156.0515,22.86729,156.0515,22.86729,0,0.7783328,0.2167222,0.7783328,0.2167222,0.7783328,0.2167222,6
13,10,1,252.8849,17.02295,-3.578049,34.36551,250.5672,23.96518,254.1452,24.63043,0,2.010396,0.2678699,1.982822,0.3712585,2.040338,0.3868742,17
13,10,2,350.4783,18.6558,-81.72446,38.62718,306.8291,30.3617,388.5535,23.87942,0,3.855007,0.4077648,2.975119,0.575422,4.742549,0.5779191,11
13,10,3,223.9417,29.63365,-23.24121,60.59724,210.2626,44.97093,233.5038,40.61576,0,1.596912,0.4051542,1.436809,0.5739145,1.75597,0.5720394,12
13,10,4,1042.111,26.27669,-98.5351,57.61044,975.7104,48.36708,1074.245,31.29839,0,33.9859,1.7139,29.79291,2.953737,36.11421,2.104391,3
13,10,5,594.8547,33.81915,94.55878,69.54438,637.3707,43.88744,542.812,53.94733,0,11.10959,1.253941,12.77363,1.740117,9.312112,1.808542,9
13,10,6,,,,,,,,,,,,,,,,3
13,10,7,,,,,,,,,,,,,,,,12
13,10,8,,,,,,,,,,,,,,,,1
13,10,9,,,,,,,,,,,,,,,,4
13,10,10,,,,,,,,,,,,,,,,5
13,10,11,,,,,,,,,,,,,,,,3
13,10,12,,,,,,,,,,,,,,,,15
13,10,13,,,,,,,,,,,,,,,,4
13,10,14,,,,,,,,,,,,,,,,8
13,10,15,,,,,,,,,,,,,,,,9
13,10,16,,,,,,,,,,,,,,,,16
13,11,0,153.6157,22.98652,0,0,153.6157,22.98652,153.6157,22.98652,0,0.7548769,0.2142163,0.7548769,0.2142163,0.7548769,0.2142163,0
13,11,1,171.11,19.8748,42.09509,41.60949,189.6687,25.45194,147.5737,32.9173,0,0.9286531,0.2088879,1.146036,0.2945233,0.7086259,0.2963091,9
13,11,2,538.6547,17.539,20.44525,35.08664,548.9413,24.53305,528.4961,25.0839,0,9.080128,0.5913115,9.430244,0.8429047,8.740869,0.8297322,8
13,11,3,371.491,23.53836,9.422729,47.48323,375.3374,32.89358,365.9146,34.24427,0,4.336215,0.5444716,4.442622,0.7649447,4.226949,0.7751552,4
13,11,4,535.1366,22.97299,-66.42908,46.60844,500.017,34.91292,566.446,30.87774,0,8.961906,0.769455,7.862434,1.08577,10.07117,1.090594,16
13,11,5,338.0219,28.58906,-64.07941,60.57414,300.5932,48.52163,364.6726,36.26125,0,3.601312,0.5991765,2.899839,0.8817938,4.203006,0.8166749,17
13,11,6,,,,,,,,,,,,,,,,19
13,11,7,,,,,,,,,,,,,,,,10
13,11,8,,,,,,,,,,,,,,,,18
13,11,9,,,,,,,,,,,,,,,,14
13,11,10,,,,,,,,,,,,,,,,2
13,11,11,,,,,,,,,,,,,,,,2
13,11,12,,,,,,,,,,,,,,,,5
13,11,13,,,,,,,,,,,,,,,,6
13,11,14,,,,,,,,,,,,,,,,2
13,11,15,,,,,,,,,,,,,,,,0
13,11,16,,,,,,,,,,,,,,,,12
13,12,0,686.1934,15.82405,-0,0,686.1934,15.82405,686.1934,15.82405,0,14.73547,0.6796188,14.73547,0.6796188,14.73547,0.6796188,14
13,12,1,745.4116,15.92138,-52.2757,31.93338,722.5954,21.71379,774.8711,23.41478,0,17.38855,0.7428105,16.34035,0.9820459,18.79014,1.135588,8
13,12,2,294.2294,18.31139,3.150177,37.21963,295.4302,27.98963,292.28,24.53328,0,2.719706,0.3355444,2.75592,0.5113776,2.692326,0.4446513,6
13,12,3,904.0863,21.94525,22.7558,43.90305,915.407,30.67083,892.6512,31.41302,0,25.57943,1.241799,26.22403,1.757279,24.93645,1.755062,17
13,12,4,1063.637,22.75938,7.959839,45.51936,1067.618,32.10393,1059.659,32.26995,0,35.40443,1.515147,35.67,2.145237,35.1401,2.140254,3
13,12,5,581.9194,23.62932,64.18127,47.82103,612.2968,31.94901,548.1155,35.58247,0,10.59734,0.8606274,11.76465,1.220147,9.441573,1.214097,0
13,12,6,,,,,,,,,,,,,,,,6
13,12,7,,,,,,,,,,,,,,,,1
13,12,8,,,,,,,,,,,,,,,,14
13,12,9,,,,,,,,,,,,,,,,7
13,12,10,,,,,,,,,,,,,,,,10
13,12,11,,,,,,,,,,,,,,,,2
13,12,12,,,,,,,,,,,,,,,,11
13,12,13,,,,,,,,,,,,,,,,4
13,12,14,,,,,,,,,,,,,,,,15
13,12,15,,,,,,,,,,,,,,,,5
13,12,16,,,,,,,,,,,,,,,,16
13,13,0,452.1402,24.08361,0,0,452.1402,24.08361,452.1402,24.08361,0,6.4158,0.6790906,6.4158,0.6790906,6.4158,0.6790906,4
13,13,1,1014.574,21.83917,0,0,1014.574,21.83917,1014.574,21.83917,0,32.21354,1.386822,32.21354,1.386822,32.21354,1.386822,6
13,13,2,1165.871,25.85518,-0,0,1165.871,25.85518,1165.871,25.85518,0,42.53753,1.886684,42.53753,1.886684,42.53753,1.886684,10
13,13,3,650.7614,30.54536,0,0,650.7614,30.54536,650.7614,30.54536,0,13.25301,1.244136,13.25301,1.244136,13.25301,1.244136,15
13,13,4,284.4378,39.66292,0,0,284.4378,39.66292,284.4378,39.66292,0,2.581006,0.6868976,2.581006,0.6868976,2.581006,0.6868976,0
13,13,5,414.7703,37.9587,-0,0,414.7703,37.9587,414.7703,37.9587,0,5.428946,0.9744892,5.428946,0.9744892,5.428946,0.9744892,11
13,13,6,,,,,,,,,,,,,,,,5
13,13,7,,,,,,,,,,,,,,,,13
13,13,8,,,,,,,,,,,,,,,,11
13,13,9,,,,,,,,,,,,,,,,19
13,13,10,,,,,,,,,,,,,,,,9
13,13,11,,,,,,,,,,,,,,,,13
13,13,12,,,,,,,,,,,,,,,,4
13,13,13,,,,,,,,,,,,,,,,4
13,13,14,,,,,,,,,,,,,,,,8
13,13,15,,,,,,,,,,,,,,,,16
14,0,0,337.43,32.32578,-0,0,337.43,32.32578,337.43,32.32578,0,3.595956,0.6743506,3.595956,0.6743506,3.595956,0.6743506,8
14,0,1,127.7013,28.91608,0,0,127.7013,28.91608,127.7013,28.91608,0,0.5308058,0.2257471,0.5308058,0.2257471,0.5308058,0.2257471,2
14,0,2,428.4625,31.68057,-0,0,428.4625,31.68057,428.4625,31.68057,0,5.776584,0.8435612,5.776584,0.8435612,5.776584,0.8435612,10
14,0,3,316.657,39.09417,-0,0,316.657,39.09417,316.657,39.09417,0,3.185749,0.7583725,3.185749,0.7583725,3.185749,0.7583725,2
14,0,4,608.364,33.74437,-0,0,608.364,33.74437,608.364,33.74437,0,11.61811,1.279852,11.61811,1.279852,11.61811,1.279852,16
14,0,5,,,,,,,,,,,,,,,,19
14,0,6,,,,,,,,,,,,,,,,5
14,0,7,,,,,,,,,,,,,,,,8
14,0,8,,,,,,,,,,,,,,,,0
14,0,9,,,,,,,,,,,,,,,,19
14,0,10,,,,,,,,,,,,,,,,10
14,0,11,,,,,,,,,,,,,,,,14
14,0,12,,,,,,,,,,,,,,,,14
14,0,13,,,,,,,,,,,,,,,,15
14,0,14,,,,,,,,,,,,,,,,0
14,0,15,,,,,,,,,,,,,,,,7
14,0,16,,,,,,,,,,,,,,,,0
14,0,17,,,,,,,,,,,,,,,,10
14,1,0,661.7907,21.12551,-0,0,661.7907,21.12551,661.7907,21.12551,0,13.70605,0.875042,13.70605,0.875042,13.70605,0.875042,15
14,1,1,790.2588,14.66558,-14.13965,29.33554,783.1616,20.92187,797.3013,20.5633,0,19.54383,0.7253867,19.19437,1.025541,19.89372,1.026163,11
14,1,2,651.5927,17.47431,19.62213,34.95673,661.414,24.45052,641.7919,24.98289,0,13.28689,0.7126516,13.69045,1.012191,12.89019,1.003548,1
14,1,3,478.6753,23.25571,15.18524,46.91781,485.2212,33.00431,470.036,33.34661,0,7.17056,0.6967414,7.402187,0.9963747,6.948915,0.9746662,3
14,1,4,378.9439,27.62509,-1.721069,55.84916,377.0279,39.61455,378.749,39.36771,0,4.517817,0.6506959,4.497715,0.9208448,4.537863,0.9196024,2
14,1,5,,,,,,,,,,,,,,,,10
14,1,6,,,,,,,,,,,,,,,,0
14,1,7,,,,,,,,,,,,,,,,2
14,1,8,,,,,,,,,,,,,,,,16
14,1,9,,,,,,,,,,,,,,,,9
14,1,10,,,,,,,,,,,,,,,,0
14,1,11,,,,,,,,,,,,,,,,15
14,1,12,,,,,,,,,,,,,,,,11
14,1,13,,,,,,,,,,,,,,,,8
14,1,14,,,,,,,,,,,,,,,,14
14,1,15,,,,,,,,,,,,,,,,5
14,1,16,,,,,,,,,,,,,,,,15
14,1,17,,,,,,,,,,,,,,,,0
14,2,0,1073.693,22.23796,-0,0,1073.693,22.23796,1073.693,22.23796,0,36.07706,1.494431,36.07706,1.494431,36.07706,1.494431,10
14,2,1,671.7544,16.8725,-22.57819,33.76587,660.3528,24.29222,682.931,23.45255,0,14.12187,0.7093995,13.64656,1.004025,14.59569,1.002462,12
14,2,2,162.1732,28.16206,-57.91791,53.97945,133.7581,40.90335,191.6761,35.22352,0,0.8469374,0.275484,0.5600016,0.3742435,1.186302,0.407001,11
14,2,3,305.0128,27.30037,6.25827,55.55821,306.8866,39.30424,300.6284,39.26692,0,2.934781,0.5156676,2.995695,0.7376035,2.876545,0.7212012,5
14,2,4,188.3956,43.2106,-33.93295,77.99776,172.8908,57.92814,206.8237,52.23009,0,1.15548,0.4986773,0.8749517,0.7382716,1.390869,0.6762725,10
14,2,5,,,,,,,,,,,,,,,,9
14,2,6,,,,,,,,,,,,,,,,8
14,2,7,,,,,,,,,,,,,,,,0
14,2,8,,,,,,,,,,,,,,,,3
14,2,9,,,,,,,,,,,,,,,,16
14,2,10,,,,,,,,,,,,,,,,5
14,2,11,,,,,,,,,,,,,,,,11
14,2,12,,,,,,,,,,,,,,,,7
14,2,13,,,,,,,,,,,,,,,,9
14,2,14,,,,,,,,,,,,,,,,4
14,2,15,,,,,,,,,,,,,,,,14
14,2,16,,,,,,,,,,,,,,,,19
14,2,17,,,,,,,,,,,,,,,,17
14,3,0,162.9087,31.86437,-0,0,162.9087,31.86437,162.9087,31.86437,0,0.8594576,0.3132619,0.8594576,0.3132619,0.8594576,0.3132619,10
14,3,1,750.4338,17.22148,77.28162,34.62176,788.1313,23.20559,710.8497,25.69371,0,17.62365,0.8088794,19.43875,1.144702,15.81345,1.143156,14
14,3,2,398.4237,18.30752,-23.15652,36.92688,386.0536,26.61519,409.2102,25.59738,0,4.96777,0.4565367,4.686296,0.6391709,5.260935,0.6523102,18
14,3,3,514.0528,22.75129,-31.47137,45.94735,496.9032,33.63645,528.3746,31.30093,0,8.269638,0.7320064,7.762563,1.039962,8.767556,1.030529,13
14,3,4,189.9587,56.8067,44.80408,95.44464,223.1375,67.33543,178.3334,67.64332,0,1.139745,0.7276947,1.567159,1.019038,0.6949951,1.039498,7
14,3,5,,,,,,,,,,,,,,,,8
14,3,6,,,,,,,,,,,,,,,,18
14,3,7,,,,,,,,,,,,,,,,7
14,3,8,,,,,,,,,,,,,,,,17
14,3,9,,,,,,,,,,,,,,,,7
14,3,10,,,,,,,,,,,,,,,,7
14,3,11,,,,,,,,,,,,,,,,7
14,3,12,,,,,,,,,,,,,,,,3
14,3,13,,,,,,,,,,,,,,,,1
14,3,14,,,,,,,,,,,,,,,,12
14,3,15,,,,,,,,,,,,,,,,0
14,3,16,,,,,,,,,,,,,,,,16
14,3,17,,,,,,,,,,,,,,,,10
14,4,0,258.5316,24.68771,-0,0,258.5316,24.68771,258.5316,24.68771,0,2.110817,0.3946247,2.110817,0.3946247,2.110817,0.3946247,9
14,4,1,384.391,17.41891,-27.57043,35.20262,369.5174,25.81792,397.0878,23.93031,0,4.623996,0.4190782,4.293977,0.5933614,4.952472,0.5919732,14
14,4,2,311.6992,19.46058,-8.287079,39.21772,306.972,27.87228,315.259,27.58922,0,3.052348,0.3777597,2.973296,0.5296784,3.134178,0.538907,12
14,4,3,320.138,26.41788,-21.09619,53.71009,308.3564,39.13497,329.4525,36.78625,0,3.229244,0.5246136,3.023487,0.738294,3.439089,0.7455911,17
14,4,4,395.2036,39.02837,-16.08731,79.76144,385.1045,57.27982,401.1918,55.50594,0,4.935536,0.9527779,4.74309,1.338602,5.133145,1.356438,2
14,4,5,,,,,,,,,,,,,,,,1
14,4,6,,,,,,,,,,,,,,,,13
14,4,7,,,,,,,,,,,,,,,,12
14,4,8,,,,,,,,,,,,,,,,7
14,4,9,,,,,,,,,,,,,,,,4
14,4,10,,,,,,,,,,,,,,,,9
14,4,11,,,,,,,,,,,,,,,,14
14,4,12,,,,,,,,,,,,,,,,11
14,4,13,,,,,,,,,,,,,,,,3
14,4,14,,,,,,,,,,,,,,,,12
14,4,15,,,,,,,,,,,,,,,,5
14,4,16,,,,,,,,,,,,,,,,17
14,4,17,,,,,,,,,,,,,,,,1
14,5,0,257.8032,24.31485,-0,0,257.8032,24.31485,257.8032,24.31485,0,2.098453,0.3877044,2.098453,0.3877044,2.098453,0.3877044,8
14,5,1,341.5025,17.96323,15.5303,36.13399,348.7986,25.11926,333.2682,25.97476,0,3.659837,0.3826046,3.827101,0.54471,3.496953,0.5375306,11
14,5,2,214.6866,22.92921,77.39951,49.51032,248.337,27.92092,170.9375,40.88636,0,1.458851,0.3033366,1.954414,0.4264583,0.9513766,0.4315525,12
14,5,3,679.8569,18.15994,-48.51666,36.40927,655.1969,26.63148,703.7136,24.82738,0,14.46459,0.7727391,13.43429,1.092115,15.49755,1.093523,18
14,5,4,441.3958,36.93631,97.31314,77.18175,485.8145,47.76945,388.5014,60.62261,0,6.139962,1.011049,7.45747,1.433738,4.836688,1.425972,3
14,5,5,,,,,,,,,,,,,,,,3
14,5,6,,,,,,,,,,,,,,,,15
14,5,7,,,,,,,,,,,,,,,,7
14,5,8,,,,,,,,,,,,,,,,2
14,5,9,,,,,,,,,,,,,,,,16
14,5,10,,,,,,,,,,,,,,,,17
14,5,11,,,,,,,,,,,,,,,,0
14,5,12,,,,,,,,,,,,,,,,8
14,5,13,,,,,,,,,,,,,,,,1
14,5,14,,,,,,,,,,,,,,,,17
14,5,15,,,,,,,,,,,,,,,,1
14,5,16,,,,,,,,,,,,,,,,17
14,6,0,228.9834,25.60552,0,0,228.9834,25.60552,228.9834,25.60552,0,1.661416,0.3606941,1.661416,0.3606941,1.661416,0.3606941,7
14,6,1,280.8049,19.18747,61.21913,39.77285,309.2473,24.80903,248.0282,31.08684,0,2.479163,0.3352086,3.012143,0.4761514,1.95546,0.471989,18
14,6,2,451.4205,17.57673,-95.78415,36.06561,400.9857,28.03027,496.7698,22.69432,0,6.377254,0.4966158,5.056496,0.6990636,7.722918,0.705624,3
14,6,3,780.2781,18.02369,-22.66693,36.05764,768.9213,25.79881,791.5882,25.19078,0,19.05328,0.8802262,18.50269,1.241602,19.60964,1.248078,17
14,6,4,560.0781,33.12165,-2.352234,66.69649,557.8817,47.47036,560.2339,46.85068,0,9.851182,1.155916,9.810599,1.64179,9.891073,1.627726,5
14,6,5,578.6387,34.15096,-1.312805,68.82075,576.9726,47.64278,578.2854,49.66347,0,10.5148,1.231352,10.48916,1.705105,10.54275,1.780106,9
14,6,6,,,,,,,,,,,,,,,,0
14,6,7,,,,,,,,,,,,,,,,19
14,6,8,,,,,,,,,,,,,,,,6
14,6,9,,,,,,,,,,,,,,,,4
14,6,10,,,,,,,,,,,,,,,,15
14,6,11,,,,,,,,,,,,,,,,14
14,6,12,,,,,,,,,,,,,,,,18
14,6,13,,,,,,,,,,,,,,,,1
14,6,14,,,,,,,,,,,,,,,,2
14,6,15,,,,,,,,,,,,,,,,5
14,6,16,,,,,,,,,,,,,,,,9
14,7,0,526.797,21.02823,0,0,526.797,21.02823,526.797,21.02823,0,8.684755,0.6933413,8.684755,0.6933413,8.684755,0.6933413,1
14,7,1,334.7598,18.0998,-22.7663,36.49499,322.6663,26.70892,345.4326,24.87002,0,3.517283,0.3778257,3.280588,0.5345503,3.753582,0.5341025,17
14,7,2,740.0485,17.25278,-13.01233,34.50901,733.5361,24.5734,746.5485,24.2285,0,17.13923,0.7991354,16.83891,1.128204,17.44163,1.132102,2
14,7,3,290.3055,22.29984,56.63608,45.42789,319.1546,30.38344,262.5185,33.77187,0,2.65301,0.4020929,3.21663,0.599605,2.192425,0.5420339,3
14,7,4,215.8685,51.75299,-116.3018,86.60908,164.8692,64.64041,281.1709,57.6433,0,1.517213,0.6901688,0.4873455,0.9717878,2.565332,0.9803609,10
14,7,5,336.5101,43.03183,79.77975,90.5368,368.1385,53.2505,288.3587,73.22086,0,3.601763,0.8855786,4.329547,1.191328,2.70294,1.323936,16
14,7,6,,,,,,,,,,,,,,,,9
14,7,7,,,,,,,,,,,,,,,,8
14,7,8,,,,,,,,,,,,,,,,10
14,7,9,,,,,,,,,,,,,,,,16
14,7,10,,,,,,,,,,,,,,,,14
14,7,11,,,,,,,,,,,,,,,,16
14,7,12,,,,,,,,,,,,,,,,2
14,7,13,,,,,,,,,,,,,,,,12
14,7,14,,,,,,,,,,,,,,,,18
14,7,15,,,,,,,,,,,,,,,,4
14,7,16,,,,,,,,,,,,,,,,0
14,8,0,256.5194,21.87446,-0,0,256.5194,21.87446,256.5194,21.87446,0,2.074278,0.3478473,2.074278,0.3478473,2.074278,0.3478473,4
14,8,1,389.8274,17.61616,-52.7767,35.72551,362.4092,26.6416,415.1859,23.80205,0,4.755715,0.4298179,4.132512,0.6000746,5.412318,0.6159448,3
14,8,2,188.981,25.72491,54.9613,52.76196,213.6143,32.36476,158.653,41.66949,0,1.138339,0.2963729,1.460443,0.4191623,0.8163198,0.4191069,11
14,8,3,936.2237,18.2484,-56.35242,36.58081,907.4097,26.72815,963.7621,24.97521,0,27.43028,1.069315,25.76784,1.518006,29.06771,1.506538,0
14,8,4,795.6689,23.83768,-54.84741,47.86745,767.2054,35.32957,822.0529,32.29728,0,19.81234,1.187128,18.4202,1.696489,21.14806,1.661754,19
14,8,5,326.8324,43.57482,2.425903,89.28263,325.3306,59.74532,322.9047,66.3467,0,3.402229,0.8691708,3.417411,1.171719,3.383653,1.29605,0
14,8,6,,,,,,,,,,,,,,,,9
14,8,7,,,,,,,,,,,,,,,,0
14,8,8,,,,,,,,,,,,,,,,6
14,8,9,,,,,,,,,,,,,,,,7
14,8,10,,,,,,,,,,,,,,,,16
14,8,11,,,,,,,,,,,,,,,,18
14,8,12,,,,,,,,,,,,,,,,0
14,8,13,,,,,,,,,,,,,,,,18
14,8,14,,,,,,,,,,,,,,,,6
14,8,15,,,,,,,,,,,,,,,,13
14,8,16,,,,,,,,,,,,,,,,14
14,9,0,1029.455,18.02407,0,0,1029.455,18.02407,1029.455,18.02407,0,33.16546,1.161345,33.16546,1.161345,33.16546,1.161345,17
14,9,1,624.0118,17.09694,53.1402,34.32485,649.9575,23.188,596.8173,25.30834,0,12.18587,0.6677473,13.22029,0.9432988,11.14689,0.9453793,19
14,9,2,218.2306,23.63668,-51.79399,49.5717,189.5617,39.09841,241.3557,30.47406,0,1.507927,0.317692,1.166258,0.4484826,1.85205,0.4500905,2
14,9,3,1216.826,18.8787,20.69897,37.7576,1227.341,26.74139,1206.642,26.65584,0,46.33703,1.437811,47.1413,2.054236,45.56464,2.01313,0
14,9,4,754.3931,33.48951,10.00824,67.46241,757.9601,47.81326,747.9518,47.59274,0,17.81011,1.581276,18.05045,2.25665,17.57826,2.216416,4
14,9,5,665.8375,32.90148,-102.6792,66.83851,613.1271,49.86498,715.8063,44.50697,0,13.87419,1.371149,11.84249,1.897004,16.09678,1.984124,5
14,9,6,,,,,,,,,,,,,,,,0
14,9,7,,,,,,,,,,,,,,,,19
14,9,8,,,,,,,,,,,,,,,,12
14,9,9,,,,,,,,,,,,,,,,3
14,9,10,,,,,,,,,,,,,,,,15
14,9,11,,,,,,,,,,,,,,,,13
14,9,12,,,,,,,,,,,,,,,,7
14,9,13,,,,,,,,,,,,,,,,14
14,9,14,,,,,,,,,,,,,,,,0
14,9,15,,,,,,,,,,,,,,,,9
14,9,16,,,,,,,,,,,,,,,,12
14,10,0,340.7066,19.66153,-0,0,340.7066,19.66153,340.7066,19.66153,0,3.644851,0.4174934,3.644851,0.4174934,3.644851,0.4174934,12
14,10,1,282.0666,17.12864,-64.33012,35.37576,248.1287,27.59392,312.4589,22.13638,0,2.499042,0.3009641,1.950627,0.4212817,3.070684,0.4301107,14
14,10,2,457.9308,19.85327,6.914764,40.36579,460.0773,26.49893,453.1625,30.45002,0,6.562521,0.5690269,6.646226,0.7598357,6.455631,0.8586445,3
14,10,3,814.6849,19.56895,-20.70337,39.5311,805.9819,25.91186,826.6853,29.85437,0,20.77066,0.9978338,20.32927,1.307148,21.38708,1.544718,3
14,10,4,461.2297,24.42183,-23.09775,49.41139,448.188,36.82964,471.2858,32.94031,0,6.676095,0.7025007,6.328768,1.024,6.9849,0.9655465,15
14,10,5,384.2644,39.30894,-211.5996,86.78591,269.3042,73.7425,480.9038,45.75847,0,4.669361,0.9321058,2.340748,1.27944,7.303167,1.360703,0
14,10,6,,,,,,,,,,,,,,,,15
14,10,7,,,,,,,,,,,,,,,,19
14,10,8,,,,,,,,,,,,,,,,19
14,10,9,,,,,,,,,,,,,,,,11
14,10,10,,,,,,,,,,,,,,,,19
14,10,11,,,,,,,,,,,,,,,,18
14,10,12,,,,,,,,,,,,,,,,18
14,10,13,,,,,,,,,,,,,,,,9
14,10,14,,,,,,,,,,,,,,,,18
14,10,15,,,,,,,,,,,,,,,,1
14,10,16,,,,,,,,,,,,,,,,0
14,11,0,176.9074,20.9557,0,0,176.9074,20.9557,176.9074,20.9557,0,0.9931718,0.2275226,0.9931718,0.2275226,0.9931718,0.2275226,10
14,11,1,877.3279,15.20531,-40.35266,30.43166,857.0974,21.91476,897.45,21.11466,0,24.08768,0.8349459,22.9896,1.175623,25.20528,1.18603,19
